,cohort_id,condition_name,drug_concept_id,drug_name,concept_name,meddra_pt,affect,gpt_output
69,500000401,acute kidney injury,1312742.0,olmesartan medoxomil,hepatorenal syndrome,10019846,1.0,False.
70,500000401,acute kidney injury,1312742.0,olmesartan medoxomil,hepatorenal failure,10019845,1.0,True.
71,500000401,acute kidney injury,1312742.0,olmesartan medoxomil,crush syndrome,10050702,1.0,False.
72,500000401,acute kidney injury,1146810.0,piroxicam,postrenal failure,10059345,1.0,False.
73,500000401,acute kidney injury,1146810.0,piroxicam,hepatorenal syndrome,10019846,1.0,False.
74,500000401,acute kidney injury,1146810.0,piroxicam,hepatorenal failure,10019845,1.0,True
75,500000401,acute kidney injury,1146810.0,piroxicam,crush syndrome,10050702,1.0,False.
76,500000401,acute kidney injury,1351557.0,candesartan,postrenal failure,10059345,1.0,False.
77,500000401,acute kidney injury,1351557.0,candesartan,hepatorenal syndrome,10019846,1.0,False.
78,500000401,acute kidney injury,1351557.0,candesartan,hepatorenal failure,10019845,1.0,True.
79,500000401,acute kidney injury,1351557.0,candesartan,crush syndrome,10050702,1.0,False.
80,500000401,acute kidney injury,1150345.0,meloxicam,postrenal failure,10059345,1.0,False.
81,500000401,acute kidney injury,1150345.0,meloxicam,hepatorenal syndrome,10019846,1.0,False.
82,500000401,acute kidney injury,1150345.0,meloxicam,hepatorenal failure,10019845,1.0,False.
83,500000401,acute kidney injury,1150345.0,meloxicam,crush syndrome,10050702,1.0,False.
84,500000401,acute kidney injury,1310756.0,moexipril,postrenal failure,10059345,1.0,False.
85,500000401,acute kidney injury,1310756.0,moexipril,hepatorenal syndrome,10019846,1.0,False.
86,500000401,acute kidney injury,1310756.0,moexipril,hepatorenal failure,10019845,1.0,True
87,500000401,acute kidney injury,1310756.0,moexipril,crush syndrome,10050702,1.0,False.
88,500000401,acute kidney injury,1118045.0,oxaprozin,postrenal failure,10059345,1.0,False.
89,500000401,acute kidney injury,1118045.0,oxaprozin,hepatorenal syndrome,10019846,1.0,False.
90,500000401,acute kidney injury,1118045.0,oxaprozin,hepatorenal failure,10019845,1.0,False.
91,500000401,acute kidney injury,1118045.0,oxaprozin,crush syndrome,10050702,1.0,False.
92,500000401,acute kidney injury,1317640.0,telmisartan,postrenal failure,10059345,1.0,False.
93,500000401,acute kidney injury,1317640.0,telmisartan,hepatorenal syndrome,10019846,1.0,False.
94,500000401,acute kidney injury,1317640.0,telmisartan,hepatorenal failure,10019845,1.0,False.
95,500000401,acute kidney injury,1317640.0,telmisartan,crush syndrome,10050702,1.0,False.
96,500000301,acute liver injury,929435.0,acetazolamide,hepatic vein thrombosis,10019713,1.0,False.
97,500000301,acute liver injury,929435.0,acetazolamide,chronic hepatitis,10008909,1.0,False.
98,500000301,acute liver injury,929435.0,acetazolamide,allergic hepatitis,10071198,1.0,True
99,500000301,acute liver injury,929435.0,acetazolamide,hepatic infarction,10019680,1.0,False.
100,500000301,acute liver injury,929435.0,acetazolamide,liver disorder,10024670,1.0,True
101,500000301,acute liver injury,929435.0,acetazolamide,hepatobiliary disease,10062000,1.0,True
102,500000301,acute liver injury,929435.0,acetazolamide,hepatic cyst,10019646,1.0,False.
103,500000301,acute liver injury,929435.0,acetazolamide,non-alcoholic fatty liver,10029530,1.0,False.
104,500000301,acute liver injury,929435.0,acetazolamide,chronic hepatic failure,10057573,1.0,False.
105,500000301,acute liver injury,929435.0,acetazolamide,cytomegalovirus hepatitis,10011830,1.0,False.
106,500000301,acute liver injury,929435.0,acetazolamide,hepatic haemorrhage,10019677,1.0,False.
107,500000301,acute liver injury,929435.0,acetazolamide,hepatotoxicity,10019851,1.0,False.
108,500000301,acute liver injury,929435.0,acetazolamide,hepatopulmonary syndrome,10052274,1.0,False.
109,500000301,acute liver injury,929435.0,acetazolamide,hepatitis cholestatic,10019754,1.0,False.
110,500000301,acute liver injury,929435.0,acetazolamide,radiation hepatitis,10051015,1.0,False.
111,500000301,acute liver injury,929435.0,acetazolamide,cholestasis of pregnancy,10049055,1.0,False.
112,500000301,acute liver injury,929435.0,acetazolamide,hepatorenal syndrome,10019846,1.0,False.
113,500000301,acute liver injury,929435.0,acetazolamide,hepatorenal failure,10019845,1.0,False.
114,500000301,acute liver injury,929435.0,acetazolamide,liver transplant failure,10083175,1.0,False.
115,500000301,acute liver injury,929435.0,acetazolamide,alcoholic liver disease,10001627,1.0,False.
116,500000301,acute liver injury,929435.0,acetazolamide,hepatocellular carcinoma,10073071,1.0,False.
117,500000301,acute liver injury,929435.0,acetazolamide,hepatic cirrhosis,10019641,1.0,False.
118,500000301,acute liver injury,929435.0,acetazolamide,hepatic failure,10019663,1.0,False.
119,500000301,acute liver injury,929435.0,acetazolamide,haemangioma of liver,10018821,1.0,False.
120,500000301,acute liver injury,929435.0,acetazolamide,acute hepatic failure,10000804,1.0,False.
121,500000301,acute liver injury,929435.0,acetazolamide,hepatic steatosis,10019708,1.0,False.
122,500000301,acute liver injury,929435.0,acetazolamide,venoocclusive liver disease,10047216,1.0,False.
123,500000301,acute liver injury,929435.0,acetazolamide,hepatitis c,10019744,1.0,False.
124,500000301,acute liver injury,929435.0,acetazolamide,hepatic haematoma,10019676,1.0,False.
125,500000301,acute liver injury,929435.0,acetazolamide,hepatitis toxic,10019795,1.0,True
126,500000301,acute liver injury,929435.0,acetazolamide,hepatic infection,10056522,1.0,False.
127,500000301,acute liver injury,929435.0,acetazolamide,hepatitis acute,10019727,1.0,True.
128,500000301,acute liver injury,929435.0,acetazolamide,hepatic fibrosis,10019668,1.0,False.
129,500000301,acute liver injury,929435.0,acetazolamide,portal fibrosis,10074726,1.0,False.
130,500000301,acute liver injury,929435.0,acetazolamide,graft versus host disease in liver,10064676,1.0,False.
131,500000301,acute liver injury,929435.0,acetazolamide,hepatosplenomegaly,10019847,1.0,False.
132,500000301,acute liver injury,929435.0,acetazolamide,hepatoblastoma,10062001,1.0,False.
133,500000301,acute liver injury,929435.0,acetazolamide,hepatitis e,10019768,1.0,False.
134,500000301,acute liver injury,929435.0,acetazolamide,autoimmune hepatitis,10003827,1.0,True
135,500000301,acute liver injury,929435.0,acetazolamide,hepatitis b reactivation,10058827,1.0,False.
136,500000301,acute liver injury,929435.0,acetazolamide,non-alcoholic steatohepatitis,10053219,1.0,False.
137,500000301,acute liver injury,929435.0,acetazolamide,steatohepatitis,10076331,1.0,False.
138,500000301,acute liver injury,929435.0,acetazolamide,hepatic cytolysis,10049199,1.0,False.
139,500000301,acute liver injury,929435.0,acetazolamide,hepatocellular injury,10019837,1.0,True
140,500000301,acute liver injury,929435.0,acetazolamide,hepatitis non-a non-b,10019786,1.0,False.
141,500000301,acute liver injury,929435.0,acetazolamide,asymptomatic viral hepatitis,10063838,1.0,False.
142,500000301,acute liver injury,929435.0,acetazolamide,hepatitis viral,10019799,1.0,False.
143,500000301,acute liver injury,929435.0,acetazolamide,hepatitis non-a non-b non-c,10019787,1.0,False.
144,500000301,acute liver injury,929435.0,acetazolamide,chronic hepatitis c,10008912,1.0,False.
145,500000301,acute liver injury,929435.0,acetazolamide,liver abscess,10024652,1.0,False.
146,500000301,acute liver injury,929435.0,acetazolamide,cardiac cirrhosis,10054936,1.0,False.
147,500000301,acute liver injury,929435.0,acetazolamide,chronic hepatitis b,10008910,1.0,False.
148,500000301,acute liver injury,929435.0,acetazolamide,metastases to liver,10027457,1.0,False.
149,500000301,acute liver injury,929435.0,acetazolamide,hepatic cancer metastatic,10055110,1.0,False.
150,500000301,acute liver injury,929435.0,acetazolamide,hepatitis a,10019719,1.0,False.
151,500000301,acute liver injury,929435.0,acetazolamide,hepatitis,10019717,1.0,True
152,500000301,acute liver injury,929435.0,acetazolamide,drug-induced liver injury,10072268,1.0,True
153,500000301,acute liver injury,929435.0,acetazolamide,liver transplant rejection,10024715,1.0,False.
154,500000301,acute liver injury,929435.0,acetazolamide,cryptogenic cirrhosis,10063075,1.0,False.
155,500000301,acute liver injury,929435.0,acetazolamide,hepatomegaly,10019842,1.0,False.
156,500000301,acute liver injury,929435.0,acetazolamide,hepatic necrosis,10019692,1.0,False.
157,500000301,acute liver injury,929435.0,acetazolamide,portal vein thrombosis,10036206,1.0,False.
158,500000301,acute liver injury,929435.0,acetazolamide,hepatic cancer,10073069,1.0,False.
159,500000301,acute liver injury,929435.0,acetazolamide,hepatic cancer recurrent,10073070,1.0,False.
160,500000301,acute liver injury,929435.0,acetazolamide,primary biliary cholangitis,10080429,1.0,False.
161,500000301,acute liver injury,929435.0,acetazolamide,hepatitis fulminant,10019772,1.0,False.
162,500000301,acute liver injury,929435.0,acetazolamide,hepatic calcification,10065274,1.0,False.
163,500000301,acute liver injury,929435.0,acetazolamide,liver sarcoidosis,10068664,1.0,False.
164,500000301,acute liver injury,929435.0,acetazolamide,liver injury,10067125,1.0,True
165,500000301,acute liver injury,929435.0,acetazolamide,mucopolysaccharidosis ii,10056889,1.0,False.
166,500000301,acute liver injury,929435.0,acetazolamide,hepatitis b,10019731,1.0,False.
167,500000301,acute liver injury,929435.0,acetazolamide,cirrhosis alcoholic,10009208,1.0,False.
168,500000301,acute liver injury,929435.0,acetazolamide,gallbladder injury,10017642,1.0,False.
169,500000301,acute liver injury,929435.0,acetazolamide,gallbladder obstruction,10017636,1.0,False.
170,500000301,acute liver injury,929435.0,acetazolamide,hepatobiliary disease,10062000,1.0,True.
171,500000301,acute liver injury,929435.0,acetazolamide,gallbladder cancer,10017614,1.0,False.
172,500000301,acute liver injury,929435.0,acetazolamide,biliary sepsis,10057847,1.0,False.
173,500000301,acute liver injury,929435.0,acetazolamide,biliary tract infection,10061695,1.0,True
174,500000301,acute liver injury,929435.0,acetazolamide,bile duct stone,10004637,1.0,False.
175,500000301,acute liver injury,929435.0,acetazolamide,hepatitis cholestatic,10019754,1.0,False.
176,500000301,acute liver injury,929435.0,acetazolamide,cholestasis of pregnancy,10049055,1.0,False.
177,500000301,acute liver injury,929435.0,acetazolamide,primary biliary cholangitis,10080429,1.0,False.
178,500000301,acute liver injury,929435.0,acetazolamide,bile duct stenosis,10051341,1.0,False.
179,500000301,acute liver injury,929435.0,acetazolamide,cholecystitis,10008612,1.0,False.
180,500000301,acute liver injury,929435.0,acetazolamide,cholecystocholangitis,10049634,1.0,False.
181,500000301,acute liver injury,929435.0,acetazolamide,cholecystitis infective,10062631,1.0,False.
182,500000301,acute liver injury,929435.0,acetazolamide,cholecystitis acute,10008614,1.0,True
183,500000301,acute liver injury,929435.0,acetazolamide,cholangitis,10008604,1.0,False.
184,500000301,acute liver injury,929435.0,acetazolamide,cholecystocholangitis,10049634,1.0,False.
185,500000301,acute liver injury,929435.0,acetazolamide,gallbladder disorder,10017626,1.0,True
186,500000301,acute liver injury,929435.0,acetazolamide,gallbladder polyp,10049704,1.0,False.
187,500000301,acute liver injury,929435.0,acetazolamide,aids cholangiopathy,10067092,1.0,False.
188,500000301,acute liver injury,929435.0,acetazolamide,malignant biliary obstruction,10081590,1.0,False.
189,500000301,acute liver injury,929435.0,acetazolamide,biliary dyskinesia,10056529,1.0,False.
190,500000301,acute liver injury,929435.0,acetazolamide,cholelithiasis,10008629,1.0,False.
191,500000301,acute liver injury,929435.0,acetazolamide,cholecystitis chronic,10008617,1.0,False.
192,500000301,acute liver injury,929435.0,acetazolamide,hepatic encephalopathy,10019660,1.0,False.
193,500000301,acute liver injury,929435.0,acetazolamide,hepatic infarction,10019680,1.0,False.
194,500000301,acute liver injury,929435.0,acetazolamide,cytomegalovirus hepatitis,10011830,1.0,False.
195,500000301,acute liver injury,929435.0,acetazolamide,hepatitis b,10019731,1.0,False.
196,500000301,acute liver injury,929435.0,acetazolamide,hepatitis b reactivation,10058827,1.0,False.
197,500000301,acute liver injury,929435.0,acetazolamide,chronic hepatitis c,10008912,1.0,False.
198,500000301,acute liver injury,929435.0,acetazolamide,chronic hepatitis b,10008910,1.0,False.
199,500000301,acute liver injury,929435.0,acetazolamide,hepatitis c,10019744,1.0,False.
200,500000301,acute liver injury,929435.0,acetazolamide,hepatitis a,10019719,1.0,False.
201,500000301,acute liver injury,929435.0,acetazolamide,hepatitis e,10019768,1.0,False.
202,500000301,acute liver injury,929435.0,acetazolamide,hepatitis non-a non-b,10019786,1.0,False.
203,500000301,acute liver injury,929435.0,acetazolamide,asymptomatic viral hepatitis,10063838,1.0,False.
204,500000301,acute liver injury,929435.0,acetazolamide,hepatitis viral,10019799,1.0,False.
205,500000301,acute liver injury,929435.0,acetazolamide,hepatitis non-a non-b non-c,10019787,1.0,False.
206,500000301,acute liver injury,929435.0,acetazolamide,hepatopulmonary syndrome,10052274,1.0,False.
207,500000301,acute liver injury,929435.0,acetazolamide,hepatorenal syndrome,10019846,1.0,False.
208,500000301,acute liver injury,929435.0,acetazolamide,hepatorenal failure,10019845,1.0,False.
209,500000301,acute liver injury,929435.0,acetazolamide,hepatitis acute,10019727,1.0,True.
210,500000301,acute liver injury,929435.0,acetazolamide,hepatitis toxic,10019795,1.0,True
211,500000301,acute liver injury,929435.0,acetazolamide,hepatitis fulminant,10019772,1.0,False.
212,500000301,acute liver injury,929435.0,acetazolamide,hepatitis,10019717,1.0,True
213,500000301,acute liver injury,929435.0,acetazolamide,liver sarcoidosis,10068664,1.0,False.
214,500000301,acute liver injury,929435.0,acetazolamide,hepatitis b,10019731,1.0,False.
215,500000301,acute liver injury,929435.0,acetazolamide,chronic hepatitis,10008909,1.0,False.
216,500000301,acute liver injury,929435.0,acetazolamide,cytomegalovirus hepatitis,10011830,1.0,False.
217,500000301,acute liver injury,929435.0,acetazolamide,hepatitis cholestatic,10019754,1.0,True
218,500000301,acute liver injury,929435.0,acetazolamide,steatohepatitis,10076331,1.0,False.
219,500000301,acute liver injury,929435.0,acetazolamide,non-alcoholic steatohepatitis,10053219,1.0,False.
220,500000301,acute liver injury,929435.0,acetazolamide,allergic hepatitis,10071198,1.0,True
221,500000301,acute liver injury,929435.0,acetazolamide,primary biliary cholangitis,10080429,1.0,False.
222,500000301,acute liver injury,929435.0,acetazolamide,chronic hepatitis c,10008912,1.0,False.
223,500000301,acute liver injury,929435.0,acetazolamide,hepatitis a,10019719,1.0,False.
224,500000301,acute liver injury,929435.0,acetazolamide,autoimmune hepatitis,10003827,1.0,True
225,500000301,acute liver injury,929435.0,acetazolamide,hepatitis non-a non-b,10019786,1.0,False.
226,500000301,acute liver injury,929435.0,acetazolamide,asymptomatic viral hepatitis,10063838,1.0,False.
227,500000301,acute liver injury,929435.0,acetazolamide,hepatitis viral,10019799,1.0,False.
228,500000301,acute liver injury,929435.0,acetazolamide,hepatitis non-a non-b non-c,10019787,1.0,False.
229,500000301,acute liver injury,929435.0,acetazolamide,hepatitis e,10019768,1.0,False.
230,500000301,acute liver injury,929435.0,acetazolamide,chronic hepatitis b,10008910,1.0,False.
231,500000301,acute liver injury,929435.0,acetazolamide,radiation hepatitis,10051015,1.0,False.
232,500000301,acute liver injury,929435.0,acetazolamide,hepatitis b reactivation,10058827,1.0,False.
233,500000301,acute liver injury,929435.0,acetazolamide,hepatitis c,10019744,1.0,False.
234,500000301,acute liver injury,929435.0,acetazolamide,jaundice neonatal,10023138,1.0,False.
235,500000301,acute liver injury,929435.0,acetazolamide,jaundice,10023126,1.0,True
236,500000301,acute liver injury,1167322.0,allopurinol,hepatic vein thrombosis,10019713,1.0,False.
237,500000301,acute liver injury,1167322.0,allopurinol,chronic hepatitis,10008909,1.0,True
238,500000301,acute liver injury,1167322.0,allopurinol,allergic hepatitis,10071198,1.0,True.
239,500000301,acute liver injury,1167322.0,allopurinol,hepatic infarction,10019680,1.0,False.
240,500000301,acute liver injury,1167322.0,allopurinol,liver disorder,10024670,1.0,True
241,500000301,acute liver injury,1167322.0,allopurinol,hepatobiliary disease,10062000,1.0,True
242,500000301,acute liver injury,1167322.0,allopurinol,hepatic cyst,10019646,1.0,False.
243,500000301,acute liver injury,1167322.0,allopurinol,non-alcoholic fatty liver,10029530,1.0,False.
244,500000301,acute liver injury,1167322.0,allopurinol,chronic hepatic failure,10057573,1.0,False.
245,500000301,acute liver injury,1167322.0,allopurinol,cytomegalovirus hepatitis,10011830,1.0,False.
246,500000301,acute liver injury,1167322.0,allopurinol,hepatic haemorrhage,10019677,1.0,False.
247,500000301,acute liver injury,1167322.0,allopurinol,hepatotoxicity,10019851,1.0,True.
248,500000301,acute liver injury,1167322.0,allopurinol,hepatopulmonary syndrome,10052274,1.0,False.
249,500000301,acute liver injury,1167322.0,allopurinol,hepatitis cholestatic,10019754,1.0,True
250,500000301,acute liver injury,1167322.0,allopurinol,radiation hepatitis,10051015,1.0,False.
251,500000301,acute liver injury,1167322.0,allopurinol,cholestasis of pregnancy,10049055,1.0,False.
252,500000301,acute liver injury,1167322.0,allopurinol,hepatorenal syndrome,10019846,1.0,False.
253,500000301,acute liver injury,1167322.0,allopurinol,hepatorenal failure,10019845,1.0,True.
254,500000301,acute liver injury,1167322.0,allopurinol,liver transplant failure,10083175,1.0,False.
255,500000301,acute liver injury,1167322.0,allopurinol,alcoholic liver disease,10001627,1.0,False.
256,500000301,acute liver injury,1167322.0,allopurinol,hepatocellular carcinoma,10073071,1.0,False.
257,500000301,acute liver injury,1167322.0,allopurinol,hepatic cirrhosis,10019641,1.0,False.
258,500000301,acute liver injury,1167322.0,allopurinol,hepatic failure,10019663,1.0,True.
259,500000301,acute liver injury,1167322.0,allopurinol,haemangioma of liver,10018821,1.0,False.
260,500000301,acute liver injury,1167322.0,allopurinol,acute hepatic failure,10000804,1.0,True
261,500000301,acute liver injury,1167322.0,allopurinol,hepatic steatosis,10019708,1.0,False.
262,500000301,acute liver injury,1167322.0,allopurinol,venoocclusive liver disease,10047216,1.0,False.
263,500000301,acute liver injury,1167322.0,allopurinol,hepatitis c,10019744,1.0,False.
264,500000301,acute liver injury,1167322.0,allopurinol,hepatic haematoma,10019676,1.0,False.
265,500000301,acute liver injury,1167322.0,allopurinol,hepatitis toxic,10019795,1.0,True
266,500000301,acute liver injury,1167322.0,allopurinol,hepatic infection,10056522,1.0,False.
267,500000301,acute liver injury,1167322.0,allopurinol,hepatitis acute,10019727,1.0,True
268,500000301,acute liver injury,1167322.0,allopurinol,hepatic fibrosis,10019668,1.0,False.
269,500000301,acute liver injury,1167322.0,allopurinol,portal fibrosis,10074726,1.0,False.
270,500000301,acute liver injury,1167322.0,allopurinol,graft versus host disease in liver,10064676,1.0,False.
271,500000301,acute liver injury,1167322.0,allopurinol,hepatosplenomegaly,10019847,1.0,False.
272,500000301,acute liver injury,1167322.0,allopurinol,hepatoblastoma,10062001,1.0,False.
273,500000301,acute liver injury,1167322.0,allopurinol,hepatitis e,10019768,1.0,False.
274,500000301,acute liver injury,1167322.0,allopurinol,autoimmune hepatitis,10003827,1.0,True
275,500000301,acute liver injury,1167322.0,allopurinol,hepatitis b reactivation,10058827,1.0,False.
276,500000301,acute liver injury,1167322.0,allopurinol,non-alcoholic steatohepatitis,10053219,1.0,False.
277,500000301,acute liver injury,1167322.0,allopurinol,steatohepatitis,10076331,1.0,False.
278,500000301,acute liver injury,1167322.0,allopurinol,hepatic cytolysis,10049199,1.0,True
279,500000301,acute liver injury,1167322.0,allopurinol,hepatocellular injury,10019837,1.0,True
280,500000301,acute liver injury,1167322.0,allopurinol,hepatitis non-a non-b,10019786,1.0,False.
281,500000301,acute liver injury,1167322.0,allopurinol,asymptomatic viral hepatitis,10063838,1.0,True
282,500000301,acute liver injury,1167322.0,allopurinol,hepatitis viral,10019799,1.0,False.
283,500000301,acute liver injury,1167322.0,allopurinol,hepatitis non-a non-b non-c,10019787,1.0,False.
284,500000301,acute liver injury,1167322.0,allopurinol,chronic hepatitis c,10008912,1.0,False.
285,500000301,acute liver injury,1167322.0,allopurinol,liver abscess,10024652,1.0,False.
286,500000301,acute liver injury,1167322.0,allopurinol,cardiac cirrhosis,10054936,1.0,False.
287,500000301,acute liver injury,1167322.0,allopurinol,chronic hepatitis b,10008910,1.0,False.
288,500000301,acute liver injury,1167322.0,allopurinol,metastases to liver,10027457,1.0,False.
289,500000301,acute liver injury,1167322.0,allopurinol,hepatic cancer metastatic,10055110,1.0,False.
290,500000301,acute liver injury,1167322.0,allopurinol,hepatitis a,10019719,1.0,False.
291,500000301,acute liver injury,1167322.0,allopurinol,hepatitis,10019717,1.0,True
292,500000301,acute liver injury,1167322.0,allopurinol,drug-induced liver injury,10072268,1.0,True
293,500000301,acute liver injury,1167322.0,allopurinol,liver transplant rejection,10024715,1.0,False.
294,500000301,acute liver injury,1167322.0,allopurinol,cryptogenic cirrhosis,10063075,1.0,False.
295,500000301,acute liver injury,1167322.0,allopurinol,hepatomegaly,10019842,1.0,False.
296,500000301,acute liver injury,1167322.0,allopurinol,hepatic necrosis,10019692,1.0,False.
297,500000301,acute liver injury,1167322.0,allopurinol,portal vein thrombosis,10036206,1.0,False.
298,500000301,acute liver injury,1167322.0,allopurinol,hepatic cancer,10073069,1.0,False.
299,500000301,acute liver injury,1167322.0,allopurinol,hepatic cancer recurrent,10073070,1.0,False.
300,500000301,acute liver injury,1167322.0,allopurinol,primary biliary cholangitis,10080429,1.0,False.
301,500000301,acute liver injury,1167322.0,allopurinol,hepatitis fulminant,10019772,1.0,True
302,500000301,acute liver injury,1167322.0,allopurinol,hepatic calcification,10065274,1.0,False.
303,500000301,acute liver injury,1167322.0,allopurinol,liver sarcoidosis,10068664,1.0,False.
