,cohort_id,condition_name,ingredients_names,pt_meddra_id,pt_meddra_term,ingredients_rxcuis,drug_concept_id,affect,gpt_output
38,500000301,Acute liver injury,busulfan,10019842,Hepatomegaly,1828,,,True.
39,500000301,Acute liver injury,busulfan,10019851,Hepatotoxicity,1828,,,True
40,500000301,Acute liver injury,busulfan,10023126,Jaundice,1828,,,True
41,500000801,Acute myocardial infarction,doxazosin,10002383,Angina pectoris,49276,,,True
42,500000301,Acute liver injury,doxazosin,10019717,Hepatitis,49276,,,True
43,500000301,Acute liver injury,doxazosin,10019754,Hepatitis cholestatic,49276,,,False.
44,500000301,Acute liver injury,propafenone,10019717,Hepatitis,8754,,,True
45,500000301,Acute liver injury,propafenone,10019837,Hepatocellular injury,8754,,,True
46,500000301,Acute liver injury,disopyramide,10023126,Jaundice,3541,,,True
47,500000801,Acute myocardial infarction,benazepril,10002383,Angina pectoris,18867,,,False.
48,500000801,Acute myocardial infarction,enalaprilat,10002383,Angina pectoris,3829,,,False.
49,500000301,Acute liver injury,enalaprilat,10019663,Hepatic failure,3829,,,True
50,500000301,Acute liver injury,enalaprilat,10019717,Hepatitis,3829,,,True
51,500000301,Acute liver injury,enalaprilat,10023126,Jaundice,3829,,,False.
52,500000301,Acute liver injury,tolazamide,10023126,Jaundice,10633,,,True
53,500000801,Acute myocardial infarction,tinzaparin,10002383,Angina pectoris,69646,,,False.
54,500001001,GI bleed,tinzaparin,10018830,Haematemesis,69646,,,True
55,500000301,Acute liver injury,tinzaparin,10019754,Hepatitis cholestatic,69646,,,False.
56,500000801,Acute myocardial infarction,verapamil,10002383,Angina pectoris,11170,,,True.
57,500000301,Acute liver injury,amoxicillin,10019717,Hepatitis,723,,,True
58,500000301,Acute liver injury,amoxicillin,10023126,Jaundice,723,,,True
59,500000301,Acute liver injury,ramipril,10019663,Hepatic failure,35296,,,False.
60,500000301,Acute liver injury,ramipril,10019717,Hepatitis,35296,,,True
61,500000301,Acute liver injury,ramipril,10023126,Jaundice,35296,,,False.
62,500000301,Acute liver injury,clarithromycin,10019663,Hepatic failure,21212,,,True
63,500000301,Acute liver injury,clarithromycin,10019717,Hepatitis,21212,,,True
64,500000301,Acute liver injury,clarithromycin,10019754,Hepatitis cholestatic,21212,,,True
65,500000301,Acute liver injury,clarithromycin,10023126,Jaundice,21212,,,True
66,500000301,Acute liver injury,cefuroxime,10019717,Hepatitis,2194,,,True
67,500000301,Acute liver injury,cefuroxime,10023126,Jaundice,2194,,,True
68,500000801,Acute myocardial infarction,hydralazine,10002383,Angina pectoris,5470,,,True
69,500000301,Acute liver injury,hydralazine,10019717,Hepatitis,5470,,,True
70,500001001,GI bleed,valproate,10018830,Haematemesis,40254,,,True
71,500000301,Acute liver injury,valproate,10019851,Hepatotoxicity,40254,,,True
72,500000801,Acute myocardial infarction,nefazodone,10002383,Angina pectoris,31565,,,False.
73,500000301,Acute liver injury,nefazodone,10019663,Hepatic failure,31565,714684.0,1.0,True
74,500000301,Acute liver injury,nefazodone,10019692,Hepatic necrosis,31565,714684.0,1.0,True
75,500000301,Acute liver injury,nefazodone,10019717,Hepatitis,31565,714684.0,1.0,True
76,500000301,Acute liver injury,nitrofurantoin,10019692,Hepatic necrosis,7454,,,True
77,500000301,Acute liver injury,nitrofurantoin,10019717,Hepatitis,7454,,,True
78,500000301,Acute liver injury,nitrofurantoin,10023126,Jaundice,7454,,,True
79,500000801,Acute myocardial infarction,bicalutamide,10002383,Angina pectoris,83008,,,False.
80,500000301,Acute liver injury,omeprazole,10019660,Hepatic encephalopathy,7646,,,False.
81,500000301,Acute liver injury,omeprazole,10019663,Hepatic failure,7646,,,False.
82,500000301,Acute liver injury,omeprazole,10019692,Hepatic necrosis,7646,,,False.
83,500000301,Acute liver injury,omeprazole,10019717,Hepatitis,7646,,,True.
84,500000301,Acute liver injury,omeprazole,10023126,Jaundice,7646,,,False.
85,500000301,Acute liver injury,nisoldipine,10019842,Hepatomegaly,7435,,,False.
86,500000801,Acute myocardial infarction,quinapril,10002383,Angina pectoris,35208,,,False.
87,500000301,Acute liver injury,quinapril,10019717,Hepatitis,35208,1331235.0,1.0,True
88,500000801,Acute myocardial infarction,felodipine,10002383,Angina pectoris,4316,,,True
89,500000301,Acute liver injury,sumatriptan,10008629,Cholelithiasis,37418,,,False.
90,500001001,GI bleed,sumatriptan,10018830,Haematemesis,37418,,,False.
91,500000301,Acute liver injury,clonidine,10019717,Hepatitis,2599,,,False.
92,500000301,Acute liver injury,ibuprofen,10019717,Hepatitis,5640,,,True
93,500000301,Acute liver injury,ibuprofen,10023126,Jaundice,5640,,,True
94,500000301,Acute liver injury,risperidone,10023126,Jaundice,35636,,,False.
95,500000801,Acute myocardial infarction,nicardipine,10002383,Angina pectoris,7396,,,True
96,500000301,Acute liver injury,melphalan,10019717,Hepatitis,6718,,,True
97,500000301,Acute liver injury,melphalan,10023126,Jaundice,6718,,,True
98,500000301,Acute liver injury,metoprolol,10019717,Hepatitis,6918,,,False.
99,500000301,Acute liver injury,cetirizine,10019717,Hepatitis,20610,,,False.
100,500000801,Acute myocardial infarction,gabapentin,10002383,Angina pectoris,25480,,,False.
101,500000301,Acute liver injury,gabapentin,10008612,Cholecystitis,25480,,,False.
102,500000301,Acute liver injury,gabapentin,10008629,Cholelithiasis,25480,,,False.
103,500001001,GI bleed,gabapentin,10018830,Haematemesis,25480,,,False.
104,500000301,Acute liver injury,gabapentin,10019717,Hepatitis,25480,,,False.
105,500000301,Acute liver injury,gabapentin,10019842,Hepatomegaly,25480,,,False.
106,500000301,Acute liver injury,gabapentin,10023126,Jaundice,25480,,,False.
107,500000801,Acute myocardial infarction,nitroglycerin,10002388,Angina unstable,4917,,,True
108,500000301,Acute liver injury,allopurinol,10019692,Hepatic necrosis,519,,,False.
109,500000301,Acute liver injury,allopurinol,10019842,Hepatomegaly,519,,,False.
110,500000301,Acute liver injury,allopurinol,10023126,Jaundice,519,,,True.
111,500000301,Acute liver injury,terbinafine,10019663,Hepatic failure,37801,1741309.0,1.0,True
112,500000301,Acute liver injury,torsemide,10019663,Hepatic failure,38413,,,True
113,500000801,Acute myocardial infarction,zaleplon,10002383,Angina pectoris,74667,,,False.
114,500000301,Acute liver injury,zaleplon,10008629,Cholelithiasis,74667,,,False.
115,500000801,Acute myocardial infarction,celecoxib,10002383,Angina pectoris,140587,,,True
116,500000801,Acute myocardial infarction,celecoxib,10002388,Angina unstable,140587,,,True.
117,500000301,Acute liver injury,celecoxib,10008629,Cholelithiasis,140587,1118084.0,1.0,True
118,500000301,Acute liver injury,celecoxib,10019663,Hepatic failure,140587,1118084.0,1.0,True
119,500000301,Acute liver injury,celecoxib,10019717,Hepatitis,140587,1118084.0,1.0,True
120,500000301,Acute liver injury,celecoxib,10023126,Jaundice,140587,1118084.0,1.0,True
121,500000301,Acute liver injury,clonazepam,10019842,Hepatomegaly,2598,,,False.
122,500000301,Acute liver injury,trimethobenzamide,10023126,Jaundice,38685,,,True
123,500000301,Acute liver injury,ondansetron,10019663,Hepatic failure,26225,,,False.
124,500000301,Acute liver injury,propoxyphene,10019708,Hepatic steatosis,8785,,,False.
125,500000301,Acute liver injury,propoxyphene,10019837,Hepatocellular injury,8785,,,True
126,500000301,Acute liver injury,propoxyphene,10019842,Hepatomegaly,8785,,,False.
127,500000301,Acute liver injury,propoxyphene,10023126,Jaundice,8785,,,True.
128,500000301,Acute liver injury,ceftibuten,10023126,Jaundice,20492,,,True
129,500000301,Acute liver injury,nizatidine,10019717,Hepatitis,42319,,,True
130,500000301,Acute liver injury,nizatidine,10019837,Hepatocellular injury,42319,,,True
131,500000301,Acute liver injury,nizatidine,10023126,Jaundice,42319,,,True
132,500001001,GI bleed,diclofenac,10018830,Haematemesis,3355,,,True
133,500000301,Acute liver injury,diclofenac,10019663,Hepatic failure,3355,,,True
134,500000301,Acute liver injury,diclofenac,10019717,Hepatitis,3355,,,True
135,500000301,Acute liver injury,diclofenac,10023126,Jaundice,3355,,,True
136,500000301,Acute liver injury,clindamycin,10023126,Jaundice,2582,,,True
137,500000301,Acute liver injury,doxycycline,10019851,Hepatotoxicity,3640,,,False.
138,500000301,Acute liver injury,azithromycin,10019663,Hepatic failure,18631,,,False.
139,500000301,Acute liver injury,azithromycin,10019692,Hepatic necrosis,18631,,,False.
140,500000301,Acute liver injury,azithromycin,10019717,Hepatitis,18631,,,False.
141,500000301,Acute liver injury,azithromycin,10023126,Jaundice,18631,,,False.
142,500001001,GI bleed,piroxicam,10018830,Haematemesis,8356,,,True
143,500000301,Acute liver injury,piroxicam,10019663,Hepatic failure,8356,,,True
144,500000301,Acute liver injury,piroxicam,10019717,Hepatitis,8356,,,True
145,500000301,Acute liver injury,piroxicam,10023126,Jaundice,8356,,,True
146,500000801,Acute myocardial infarction,ciprofloxacin,10002383,Angina pectoris,2551,,,False.
147,500000301,Acute liver injury,ciprofloxacin,10019663,Hepatic failure,2551,,,True
148,500000301,Acute liver injury,ciprofloxacin,10019692,Hepatic necrosis,2551,,,False.
149,500000301,Acute liver injury,ciprofloxacin,10019717,Hepatitis,2551,,,True
150,500000301,Acute liver injury,ciprofloxacin,10023126,Jaundice,2551,,,True
151,500000301,Acute liver injury,tramadol,10008612,Cholecystitis,10689,,,False.
152,500000301,Acute liver injury,tramadol,10008629,Cholelithiasis,10689,,,False.
153,500001001,GI bleed,oxaprozin,10018830,Haematemesis,32613,1118045.0,1.0,True
154,500000301,Acute liver injury,oxaprozin,10019663,Hepatic failure,32613,1118045.0,1.0,True
155,500000301,Acute liver injury,oxaprozin,10019717,Hepatitis,32613,1118045.0,1.0,False.
156,500000301,Acute liver injury,oxaprozin,10023126,Jaundice,32613,1118045.0,1.0,True.
157,500000301,Acute liver injury,estradiol,10023126,Jaundice,4083,,,True
158,500000301,Acute liver injury,oxazepam,10023126,Jaundice,7781,,,True
159,500000301,Acute liver injury,ranitidine,10019663,Hepatic failure,9143,,,True
160,500000301,Acute liver injury,ranitidine,10023126,Jaundice,9143,,,True
161,500000301,Acute liver injury,metoprolol,10023126,Jaundice,6918,,,False.
162,500000301,Acute liver injury,cyclobenzaprine,10019717,Hepatitis,21949,,,False.
163,500000301,Acute liver injury,cyclobenzaprine,10023126,Jaundice,21949,,,False.
164,500000301,Acute liver injury,amitriptyline,10019663,Hepatic failure,704,,,True
165,500000301,Acute liver injury,amitriptyline,10019717,Hepatitis,704,,,True
166,500000301,Acute liver injury,amitriptyline,10023126,Jaundice,704,,,True
167,500000801,Acute myocardial infarction,lisinopril,10002383,Angina pectoris,29046,,,False.
168,500000301,Acute liver injury,lisinopril,10019663,Hepatic failure,29046,,,False.
169,500000301,Acute liver injury,lisinopril,10019717,Hepatitis,29046,,,False.
170,500000301,Acute liver injury,lisinopril,10023126,Jaundice,29046,,,False.
171,500000801,Acute myocardial infarction,methylergonovine,10000891,Acute myocardial infarction,6883,,,True
172,500000301,Acute liver injury,rosiglitazone,10019663,Hepatic failure,84108,,,True
173,500000301,Acute liver injury,rosiglitazone,10019851,Hepatotoxicity,84108,,,True
174,500000301,Acute liver injury,exemestane,10019717,Hepatitis,258494,,,True.
175,500000301,Acute liver injury,exemestane,10019754,Hepatitis cholestatic,258494,,,False.
176,500000801,Acute myocardial infarction,citalopram,10002383,Angina pectoris,2556,,,False.
177,500000301,Acute liver injury,citalopram,10008612,Cholecystitis,2556,,,False.
178,500000301,Acute liver injury,citalopram,10008629,Cholelithiasis,2556,,,False.
179,500000301,Acute liver injury,citalopram,10019692,Hepatic necrosis,2556,,,False.
180,500000301,Acute liver injury,citalopram,10019717,Hepatitis,2556,,,False.
181,500000301,Acute liver injury,citalopram,10023126,Jaundice,2556,,,False.
182,500000301,Acute liver injury,chlorpromazine,10019719,Hepatitis A,2403,,,False.
183,500000301,Acute liver injury,chlorpromazine,10023126,Jaundice,2403,,,True
184,500000301,Acute liver injury,prochlorperazine,10023126,Jaundice,8704,,,True
185,500000301,Acute liver injury,prochlorperazine,10067125,Liver injury,8704,,,True
186,500000301,Acute liver injury,moxifloxacin,10019663,Hepatic failure,139462,,,True
187,500000301,Acute liver injury,moxifloxacin,10019717,Hepatitis,139462,,,True
188,500000301,Acute liver injury,moxifloxacin,10023126,Jaundice,139462,,,True
189,500000301,Acute liver injury,bupropion,10019717,Hepatitis,42347,,,True
190,500000301,Acute liver injury,bupropion,10023126,Jaundice,42347,,,False.
191,500000301,Acute liver injury,bupropion,10067125,Liver injury,42347,,,True
192,500000301,Acute liver injury,clopidogrel,10000804,Acute hepatic failure,32968,,,False.
193,500000301,Acute liver injury,clopidogrel,10019708,Hepatic steatosis,32968,,,False.
194,500000301,Acute liver injury,clopidogrel,10019717,Hepatitis,32968,,,False.
195,500000301,Acute liver injury,clopidogrel,10019719,Hepatitis A,32968,,,False.
196,500000801,Acute myocardial infarction,pantoprazole,10002383,Angina pectoris,40790,,,False.
197,500000301,Acute liver injury,pantoprazole,10008612,Cholecystitis,40790,,,False.
198,500000301,Acute liver injury,pantoprazole,10008629,Cholelithiasis,40790,,,False.
199,500001001,GI bleed,pantoprazole,10018830,Haematemesis,40790,,,False.
200,500000301,Acute liver injury,pantoprazole,10019663,Hepatic failure,40790,,,False.
201,500000301,Acute liver injury,pantoprazole,10019717,Hepatitis,40790,,,True.
202,500000301,Acute liver injury,pantoprazole,10019837,Hepatocellular injury,40790,,,True
203,500000301,Acute liver injury,pantoprazole,10023126,Jaundice,40790,,,False.
204,500000301,Acute liver injury,methocarbamol,10023126,Jaundice,6845,,,False.
205,500000301,Acute liver injury,montelukast,10019717,Hepatitis,88249,,,True
206,500000301,Acute liver injury,montelukast,10019754,Hepatitis cholestatic,88249,,,True
207,500000301,Acute liver injury,promethazine,10023126,Jaundice,8745,,,True
208,500000301,Acute liver injury,fluconazole,10000804,Acute hepatic failure,4450,,,False.
209,500000301,Acute liver injury,fluconazole,10019717,Hepatitis,4450,,,True
210,500000301,Acute liver injury,fluconazole,10023126,Jaundice,4450,,,True
211,500000801,Acute myocardial infarction,tizanidine,10002383,Angina pectoris,57258,,,False.
212,500000301,Acute liver injury,tizanidine,10008629,Cholelithiasis,57258,,,False.
213,500001001,GI bleed,tizanidine,10018830,Haematemesis,57258,,,False.
214,500000301,Acute liver injury,tizanidine,10019717,Hepatitis,57258,,,True
215,500000301,Acute liver injury,tizanidine,10067125,Liver injury,57258,,,True
216,500000301,Acute liver injury,tizanidine,10073071,Hepatocellular carcinoma,57258,,,False.
217,500001001,GI bleed,fluvoxamine,10018830,Haematemesis,42355,,,False.
218,500000301,Acute liver injury,fluvoxamine,10019717,Hepatitis,42355,,,False.
219,500000301,Acute liver injury,trazodone,10023126,Jaundice,10737,,,True
220,500000301,Acute liver injury,azathioprine,10019851,Hepatotoxicity,1256,,,True
221,500000801,Acute myocardial infarction,alfuzosin,10002383,Angina pectoris,17300,,,True.
222,500000301,Acute liver injury,alfuzosin,10023126,Jaundice,17300,,,True
223,500000801,Acute myocardial infarction,topiramate,10002383,Angina pectoris,38404,,,False.
224,500000301,Acute liver injury,topiramate,10019663,Hepatic failure,38404,,,False.
225,500000301,Acute liver injury,topiramate,10019717,Hepatitis,38404,,,False.
226,500000301,Acute liver injury,diazepam,10023126,Jaundice,3322,,,False.
227,500000801,Acute myocardial infarction,venlafaxine,10002383,Angina pectoris,39786,,,True
228,500000301,Acute liver injury,venlafaxine,10008612,Cholecystitis,39786,,,False.
229,500000301,Acute liver injury,venlafaxine,10008629,Cholelithiasis,39786,,,False.
230,500001001,GI bleed,venlafaxine,10018830,Haematemesis,39786,,,True.
231,500000301,Acute liver injury,venlafaxine,10019708,Hepatic steatosis,39786,,,False.
232,500000301,Acute liver injury,venlafaxine,10019717,Hepatitis,39786,,,True
233,500000301,Acute liver injury,venlafaxine,10023126,Jaundice,39786,,,False.
234,500000301,Acute liver injury,venlafaxine,10067125,Liver injury,39786,,,True
235,500000301,Acute liver injury,perindopril,10019663,Hepatic failure,54552,,,False.
236,500000301,Acute liver injury,perindopril,10023126,Jaundice,54552,,,True
237,500000301,Acute liver injury,pravastatin,10019717,Hepatitis,42463,,,True
238,500000301,Acute liver injury,pravastatin,10073071,Hepatocellular carcinoma,42463,,,False.
239,500000301,Acute liver injury,tetracycline,10019663,Hepatic failure,10395,,,False.
240,500000301,Acute liver injury,tetracycline,10019851,Hepatotoxicity,10395,,,True
241,500001001,GI bleed,naproxen,10018830,Haematemesis,7258,,,True
242,500000301,Acute liver injury,naproxen,10019663,Hepatic failure,7258,,,True
243,500000301,Acute liver injury,naproxen,10019717,Hepatitis,7258,,,True
244,500000301,Acute liver injury,naproxen,10023126,Jaundice,7258,,,True
245,500000301,Acute liver injury,filgrastim,10019842,Hepatomegaly,68442,,,False.
246,500000301,Acute liver injury,sertraline,10019663,Hepatic failure,36437,,,False.
247,500000301,Acute liver injury,sertraline,10019717,Hepatitis,36437,,,True
248,500000301,Acute liver injury,sertraline,10019842,Hepatomegaly,36437,,,False.
249,500000301,Acute liver injury,sertraline,10023126,Jaundice,36437,,,True
250,500000801,Acute myocardial infarction,paroxetine,10002383,Angina pectoris,32937,,,False.
251,500000301,Acute liver injury,paroxetine,10008629,Cholelithiasis,32937,,,False.
252,500001001,GI bleed,paroxetine,10018830,Haematemesis,32937,,,False.
253,500000301,Acute liver injury,paroxetine,10019692,Hepatic necrosis,32937,,,False.
254,500000301,Acute liver injury,paroxetine,10019717,Hepatitis,32937,,,True
255,500000301,Acute liver injury,paroxetine,10019847,Hepatosplenomegaly,32937,,,False.
256,500000301,Acute liver injury,paroxetine,10023126,Jaundice,32937,,,True
257,500000801,Acute myocardial infarction,memantine,10002383,Angina pectoris,6719,,,False.
258,500000301,Acute liver injury,memantine,10008629,Cholelithiasis,6719,,,False.
259,500000301,Acute liver injury,memantine,10019663,Hepatic failure,6719,,,False.
260,500000301,Acute liver injury,memantine,10019717,Hepatitis,6719,,,False.
261,500000301,Acute liver injury,mesalamine,10008612,Cholecystitis,52582,,,False.
262,500000301,Acute liver injury,mesalamine,10019663,Hepatic failure,52582,,,False.
263,500000301,Acute liver injury,mesalamine,10019692,Hepatic necrosis,52582,,,False.
264,500000301,Acute liver injury,mesalamine,10019717,Hepatitis,52582,,,True
265,500000301,Acute liver injury,mesalamine,10019837,Hepatocellular injury,52582,,,True
266,500000301,Acute liver injury,mesalamine,10019851,Hepatotoxicity,52582,,,True.
267,500000301,Acute liver injury,mesalamine,10023126,Jaundice,52582,,,True.
268,500000801,Acute myocardial infarction,rivastigmine,10002383,Angina pectoris,183379,,,False.
269,500000301,Acute liver injury,rivastigmine,10008612,Cholecystitis,183379,,,False.
270,500001001,GI bleed,rivastigmine,10018830,Haematemesis,183379,,,False.
271,500000301,Acute liver injury,megestrol,10019842,Hepatomegaly,6703,,,False.
272,500000301,Acute liver injury,estradiol,10017626,Gallbladder disorder,4083,,,True
273,500000801,Acute myocardial infarction,tadalafil,10002383,Angina pectoris,358263,,,True
274,500000301,Acute liver injury,alprazolam,10019663,Hepatic failure,596,,,False.
275,500000301,Acute liver injury,alprazolam,10019717,Hepatitis,596,,,False.
276,500000301,Acute liver injury,alprazolam,10023126,Jaundice,596,,,False.
277,500000301,Acute liver injury,gemfibrozil,10008612,Cholecystitis,4719,,,True
278,500000301,Acute liver injury,gemfibrozil,10008629,Cholelithiasis,4719,,,True
279,500000301,Acute liver injury,gemfibrozil,10023126,Jaundice,4719,,,True
280,500000801,Acute myocardial infarction,fluoxetine,10002383,Angina pectoris,4493,,,False.
281,500000301,Acute liver injury,fluoxetine,10008612,Cholecystitis,4493,,,False.
282,500000301,Acute liver injury,fluoxetine,10008629,Cholelithiasis,4493,,,False.
283,500001001,GI bleed,fluoxetine,10018830,Haematemesis,4493,,,False.
284,500000301,Acute liver injury,fluoxetine,10019663,Hepatic failure,4493,,,False.
285,500000301,Acute liver injury,fluoxetine,10019708,Hepatic steatosis,4493,,,False.
286,500000301,Acute liver injury,fluoxetine,10019717,Hepatitis,4493,,,False.
287,500000301,Acute liver injury,glipizide,10023126,Jaundice,4821,,,False.
288,500000301,Acute liver injury,doxepin,10023126,Jaundice,3638,,,True
289,500000301,Acute liver injury,phenytoin,10019717,Hepatitis,8183,,,True
290,500000301,Acute liver injury,phenytoin,10067125,Liver injury,8183,,,True
291,500000301,Acute liver injury,perphenazine,10019717,Hepatitis,8076,,,True
292,500000301,Acute liver injury,perphenazine,10019719,Hepatitis A,8076,,,False.
293,500000301,Acute liver injury,perphenazine,10023126,Jaundice,8076,,,True
294,500000301,Acute liver injury,perphenazine,10067125,Liver injury,8076,,,True.
295,500000301,Acute liver injury,furosemide,10019660,Hepatic encephalopathy,4603,,,True
296,500000301,Acute liver injury,furosemide,10023126,Jaundice,4603,,,True
297,500000301,Acute liver injury,glyburide,10019717,Hepatitis,4815,,,True.
298,500000301,Acute liver injury,glyburide,10023126,Jaundice,4815,,,True
299,500000301,Acute liver injury,ezetimibe,10008612,Cholecystitis,341248,,,False.
300,500000301,Acute liver injury,ezetimibe,10008629,Cholelithiasis,341248,,,False.
301,500000301,Acute liver injury,ezetimibe,10019717,Hepatitis,341248,,,True.
302,500000301,Acute liver injury,nelfinavir,10019717,Hepatitis,134527,,,True
303,500000301,Acute liver injury,nelfinavir,10023126,Jaundice,134527,,,True
304,500000301,Acute liver injury,sulindac,10019663,Hepatic failure,10237,,,True
305,500000301,Acute liver injury,sulindac,10019717,Hepatitis,10237,,,True
306,500000301,Acute liver injury,sulindac,10023126,Jaundice,10237,,,True
307,500000301,Acute liver injury,tenofovir disoproxil,10019708,Hepatic steatosis,300195,,,False.
308,500000301,Acute liver injury,tenofovir disoproxil,10019717,Hepatitis,300195,,,True
309,500000301,Acute liver injury,tenofovir disoproxil,10019842,Hepatomegaly,300195,,,False.
310,500000801,Acute myocardial infarction,cilostazol,10002383,Angina pectoris,21107,,,False.
311,500000301,Acute liver injury,cilostazol,10008629,Cholelithiasis,21107,,,False.
312,500001001,GI bleed,cilostazol,10018830,Haematemesis,21107,,,True
313,500000801,Acute myocardial infarction,naproxen,10002383,Angina pectoris,7258,,,True
314,500000301,Acute liver injury,naproxen,10008612,Cholecystitis,7258,,,True
315,500000301,Acute liver injury,naproxen,10008629,Cholelithiasis,7258,,,False.
316,500000301,Acute liver injury,naproxen,10019847,Hepatosplenomegaly,7258,,,False.
317,500000301,Acute liver injury,indomethacin,10023126,Jaundice,5781,,,True
318,500000301,Acute liver injury,isoniazid,10019717,Hepatitis,6038,1782521.0,1.0,True
319,500000301,Acute liver injury,isoniazid,10023126,Jaundice,6038,1782521.0,1.0,True
320,500000301,Acute liver injury,isoniazid,10067125,Liver injury,6038,1782521.0,1.0,True
321,500000301,Acute liver injury,nabumetone,10008629,Cholelithiasis,31448,,,False.
322,500000301,Acute liver injury,nabumetone,10019663,Hepatic failure,31448,,,True.
323,500000301,Acute liver injury,nabumetone,10023126,Jaundice,31448,,,True
324,500000301,Acute liver injury,tramadol,10019663,Hepatic failure,10689,,,True
325,500000301,Acute liver injury,tramadol,10019717,Hepatitis,10689,,,False.
326,500000301,Acute liver injury,dexamethasone,10019842,Hepatomegaly,3264,,,False.
327,500000301,Acute liver injury,levocetirizine,10019717,Hepatitis,356887,,,False.
328,500000301,Acute liver injury,fenofibrate,10019717,Hepatitis,8703,,,True
329,500000301,Acute liver injury,carbamazepine,10019847,Hepatosplenomegaly,2002,,,False.
330,500000301,Acute liver injury,simvastatin,10019717,Hepatitis,36567,,,True
331,500000301,Acute liver injury,simvastatin,10023126,Jaundice,36567,,,True
332,500000301,Acute liver injury,simvastatin,10073071,Hepatocellular carcinoma,36567,,,False.
333,500000301,Acute liver injury,lamivudine,10019663,Hepatic failure,68244,,,False.
334,500000301,Acute liver injury,lamivudine,10019708,Hepatic steatosis,68244,,,False.
335,500000301,Acute liver injury,lamivudine,10019717,Hepatitis,68244,,,True.
336,500000301,Acute liver injury,lamivudine,10019731,Hepatitis B,68244,,,False.
337,500000301,Acute liver injury,lamivudine,10019842,Hepatomegaly,68244,,,False.
338,500000301,Acute liver injury,lamivudine,10023126,Jaundice,68244,,,True
339,500000301,Acute liver injury,simvastatin,10019663,Hepatic failure,36567,,,True
340,500000301,Acute liver injury,abacavir,10019708,Hepatic steatosis,190521,1736971.0,1.0,False.
341,500000301,Acute liver injury,quinine,10019717,Hepatitis,9071,,,True
342,500000301,Acute liver injury,quinine,10023126,Jaundice,9071,,,True
343,500000301,Acute liver injury,estradiol,10008612,Cholecystitis,4083,,,False.
344,500000301,Acute liver injury,estradiol,10008629,Cholelithiasis,4083,,,True.
345,500000301,Acute liver injury,"estrogens, conjugated (usp)",10023126,Jaundice,4099,,,True
