,drug_name,adr_name,gpt_output
41,metolazone,Neuropathy peripheral,"Peripheral neuropathy is not a commonly recognized side effect of metolazone. Metolazone is a thiazide-like diuretic used to treat high blood pressure and edema associated with heart failure, renal dysfunction, or liver disease. Common side effects of metolazone include electrolyte imbalance, hypotension, dizziness, and gastrointestinal issues.

Peripheral neuropathy, which is a condition resulting from damage to the peripheral nerves, can be caused by a variety of factors including diabetes, infections, and exposure to toxins. It is not typically associated with the use of diuretics like metolazone.

However, it is important to note that while peripheral neuropathy is not a recognized common side effect, medication reactions can vary greatly between individuals, and it's possible for less common or rare side effects to occur. If someone suspects they are experiencing peripheral neuropathy or any other unusual symptoms while taking metolazone, they should consult a healthcare professional.

Based on the information typically available and recognized as of my knowledge cutoff date in 2023, the statement ""Neuropathy peripheral is a side effect of metolazone"" would generally be considered false. However, for the most accurate and personalized medical advice, one should consult a healthcare provider."
42,metolazone,Oedema,"True. Oedema, which is the medical term for swelling caused by fluid retention, is not a side effect but rather one of the conditions that the diuretic metolazone is often prescribed to treat. Metolazone is used to reduce the swelling and fluid retention caused by various medical problems, such as heart failure, kidney disease, and liver disease. However, if the statement were claiming that oedema is a condition treated by metolazone, then it would be true."
43,metolazone,Orthostatic hypotension,"Orthostatic hypotension, which is a form of low blood pressure that happens when standing up from sitting or lying down, can indeed be a side effect of metolazone. Metolazone is a diuretic medication that can lead to a decrease in blood volume, which in turn can cause a drop in blood pressure, including orthostatic hypotension. Therefore, the statement is true. However, it's important to note that not everyone who takes metolazone will experience this side effect, and individuals should consult with their healthcare provider for personalized information regarding medication side effects."
44,metolazone,Palpitations,"True. Palpitations can be a side effect of metolazone, which is a diuretic medication used to treat high blood pressure and fluid retention. Palpitations are not a common side effect, but they can occur as a result of electrolyte imbalances or changes in blood pressure caused by the medication. Patients experiencing palpitations while taking metolazone should consult their healthcare provider."
45,metolazone,Pancreatitis,"Metolazone is a thiazide-like diuretic used to treat high blood pressure and fluid retention caused by various conditions, including heart failure. Pancreatitis is inflammation of the pancreas and is not a commonly listed side effect of metolazone. However, like many medications, metolazone can have rare side effects, and pancreatitis could potentially occur as a rare adverse reaction.

To determine if pancreatitis is a recognized side effect of metolazone, one would need to consult the most current medical literature, drug databases, or official drug information from regulatory agencies like the U.S. Food and Drug Administration (FDA). Since my knowledge is up to date only until early 2023, I cannot provide real-time data on drug side effects.

Based on the information available to me, pancreatitis as a side effect of metolazone would be considered atypical and not widely recognized. Therefore, the statement ""Pancreatitis is a side effect of metolazone"" would generally be considered false, but with the caveat that rare side effects can sometimes occur and may not be well-documented. Always consult a healthcare provider or the latest medical resources for the most current information on drug side effects."
46,metolazone,Paraesthesia,"Paraesthesia, which is an abnormal skin sensation such as tingling, pricking, chilling, burning, or numbness, can indeed be a side effect of metolazone. Metolazone is a thiazide-like diuretic used to treat high blood pressure and fluid retention caused by various conditions, including heart failure. While paraesthesia is not one of the most common side effects, it can occur in some patients.

Therefore, the statement is true. However, it is important to note that side effects can vary from person to person, and not everyone will experience paraesthesia when taking metolazone. Patients should consult their healthcare provider for a complete list of potential side effects and for guidance specific to their health condition."
47,metolazone,Peripheral coldness,"Peripheral coldness is not a commonly listed side effect of metolazone. Metolazone is a thiazide-like diuretic used to treat high blood pressure and fluid retention caused by various conditions, including heart failure. Common side effects of metolazone include electrolyte imbalance, low blood pressure, dizziness, headache, and gastrointestinal issues. However, it is important to note that individual reactions to medication can vary, and peripheral coldness could potentially occur as a less common side effect or as a result of the underlying conditions being treated. Patients should consult their healthcare provider for personalized information about potential side effects."
48,metolazone,Petechiae,"Petechiae, which are small, non-raised, red spots on the skin resulting from bleeding into the skin, can be a side effect of many medications, particularly those that affect platelet function or blood clotting. Metolazone is a thiazide-like diuretic used to treat high blood pressure and edema from heart failure or kidney disease. While it is not commonly associated with petechiae, any medication that can potentially affect platelet function, blood clotting, or cause bone marrow suppression could theoretically lead to petechiae as a side effect.

However, since I cannot access the most current and specific medical data or individual patient records, I cannot definitively confirm whether petechiae is a known side effect of metolazone without consulting the most recent medical literature or drug information resources. It is always best to refer to the most current professional drug reference or consult with a healthcare provider for the most accurate and personalized information regarding medication side effects."
49,metolazone,Photosensitivity reaction,"True. Photosensitivity reaction is a known side effect of metolazone, which is a diuretic medication used to treat high blood pressure and fluid retention. Patients taking metolazone may become more sensitive to sunlight, leading to an increased risk of sunburn or skin rashes when exposed to the sun. It is advisable for individuals taking metolazone to use protective measures such as sunscreen or protective clothing when spending time outdoors."
50,metolazone,Pneumonitis,"Pneumonitis is not a commonly reported side effect of metolazone. Metolazone is a thiazide-like diuretic used to treat high blood pressure and fluid retention caused by various conditions, including heart failure. Common side effects of metolazone include electrolyte imbalance, low blood pressure, and dizziness, among others.

However, it is important to note that while pneumonitis is not a typical side effect, any medication can potentially cause an allergic or hypersensitivity reaction in some individuals, which could theoretically include pneumonitis. Such cases would be rare and not the expected norm.

If a patient taking metolazone develops symptoms of pneumonitis or any other severe reaction, they should seek medical attention immediately. Always consult healthcare providers for personalized medical advice.

Based on the information provided, the statement ""Pneumonitis is a side effect of metolazone"" is generally false, but with the caveat that rare or atypical reactions can sometimes occur."
51,metolazone,Pruritus,"True. Pruritus, which is an itching sensation, can indeed be a side effect of metolazone. Metolazone is a diuretic medication used to treat high blood pressure and fluid retention caused by various conditions, including heart failure. As with many medications, it can have a range of side effects, and pruritus is one of the possible dermatological side effects listed for this drug. However, it's important to note that not everyone will experience this side effect, and its occurrence can vary among individuals. If someone experiences pruritus or any other concerning symptoms while taking metolazone, they should consult their healthcare provider."
52,metolazone,Purpura,"True. Purpura, which is a condition characterized by purple spots or patches on the skin caused by small blood vessels bleeding underneath the skin, can be a side effect of metolazone. Metolazone is a diuretic medication used to treat high blood pressure and fluid retention. As with any medication, it can have a range of side effects, and purpura is one of the less common ones. Patients taking metolazone who experience purpura should consult their healthcare provider."
53,metolazone,Rash,"True. Rash is a potential side effect of metolazone, which is a diuretic medication used to treat high blood pressure and fluid retention. As with many medications, it can cause a variety of side effects, and skin reactions such as rash are possible. If a patient develops a rash while taking metolazone, they should contact their healthcare provider."
54,metolazone,Respiratory distress,"Respiratory distress is not a commonly listed side effect of metolazone, which is a diuretic medication used to treat high blood pressure and fluid retention caused by various conditions, including heart failure. Common side effects of metolazone include electrolyte imbalance, dehydration, dizziness, hypotension, and gastrointestinal issues.

However, in rare cases or due to individual reactions, a person could potentially experience respiratory symptoms. If someone taking metolazone experiences respiratory distress, it should be considered a serious and potentially life-threatening situation, possibly due to an allergic reaction or another severe adverse effect, and medical attention should be sought immediately.

Therefore, the statement ""Respiratory distress is a side effect of metolazone"" is generally false, but with the caveat that rare or individual adverse reactions can occur with any medication."
55,metolazone,Restlessness,"True. Restlessness can be a side effect of metolazone, which is a diuretic medication used to treat high blood pressure and fluid retention due to various conditions. As with any medication, it can have a range of side effects, and restlessness or nervousness is one of the possible side effects that some patients may experience. If a patient taking metolazone experiences restlessness or other side effects, they should consult their healthcare provider."
56,metolazone,Sialoadenitis,"Sialoadenitis, which is inflammation of the salivary glands, is not a commonly recognized side effect of metolazone. Metolazone is a thiazide-like diuretic used to treat high blood pressure and edema associated with heart failure, renal failure, or liver disease. Common side effects of metolazone include electrolyte imbalance, dehydration, low blood pressure, dizziness, and gastrointestinal issues.

However, it is important to note that while sialoadenitis is not a commonly reported side effect, it is possible for any medication to cause an unexpected reaction in an individual patient. If a patient taking metolazone experiences symptoms of sialoadenitis, they should consult their healthcare provider.

Therefore, the statement ""Sialoadenitis is a side effect of metolazone"" is generally false, but with the caveat that individual reactions to medication can vary."
57,metolazone,Sinus congestion,"Sinus congestion is not a commonly listed side effect of metolazone. Metolazone is a diuretic medication used to treat high blood pressure and fluid retention caused by various conditions, including heart failure. Common side effects of metolazone include electrolyte imbalance, low blood pressure, dizziness, headache, and gastrointestinal issues. However, it's important to note that while sinus congestion is not a typical side effect, individual reactions to medication can vary, and it's possible for someone to experience sinus congestion as a less common side effect. Patients should consult their healthcare provider for a complete list of possible side effects and for personalized medical advice."
58,metolazone,Skin necrosis,"Skin necrosis is not a commonly reported side effect of metolazone. Metolazone is a thiazide-like diuretic used to treat high blood pressure and fluid retention (edema) caused by various conditions, including heart failure. Common side effects of metolazone include electrolyte imbalance, low blood pressure, dizziness, headache, and gastrointestinal issues.

However, any medication can potentially cause a wide range of side effects in some individuals, and skin reactions, while not typical, are possible with almost any drug. If skin necrosis were to occur, it would be considered a rare and serious side effect. It is important for patients to report any unusual or severe reactions to their healthcare provider.

Therefore, the statement ""Skin necrosis is a side effect of metolazone"" is generally false, as it is not a recognized common side effect, but it cannot be entirely ruled out as an extremely rare possibility."
59,metolazone,Somnolence,"True. Somnolence, which is a state of strong desire for sleep or sleeping for unusually long periods, can be a side effect of metolazone. Metolazone is a diuretic medication used to treat high blood pressure and fluid retention caused by various conditions, including heart failure. As with many medications, it can have a range of side effects, and somnolence is one of them, although it may not be very common. Patients taking metolazone or any other medication should discuss potential side effects with their healthcare provider."
60,metolazone,Stevens-Johnson syndrome,"Stevens-Johnson syndrome (SJS) is a rare, serious disorder of the skin and mucous membranes. It is typically a reaction to a medication or an infection. Metolazone is a thiazide-like diuretic used to treat high blood pressure and edema (swelling) associated with heart failure or kidney disease.

While SJS is a rare side effect, it can potentially occur with a wide range of medications, including antibiotics, nonsteroidal anti-inflammatory drugs (NSAIDs), anticonvulsants, and even diuretics. The prescribing information for metolazone does list skin reactions as possible side effects, and severe skin reactions could potentially include Stevens-Johnson syndrome, although it is extremely rare.

Given that SJS can be a side effect of many medications, and considering the broad range of drugs that have been associated with this condition, the statement that Stevens-Johnson syndrome is a side effect of metolazone could be considered true, albeit with the understanding that it is a very rare occurrence. It is important for healthcare providers to monitor for signs of SJS and for patients to be aware of the symptoms so they can seek medical attention promptly if they occur."
61,metolazone,Thrombocytopenia,"Thrombocytopenia, which is a condition characterized by abnormally low levels of platelets in the blood, can indeed be a side effect of metolazone. Metolazone is a diuretic medication used to treat high blood pressure and fluid retention caused by various conditions, including heart failure. Like many medications, it can have a range of side effects, and thrombocytopenia is one of the hematologic side effects listed, although it may be rare. Patients taking metolazone who experience signs of thrombocytopenia, such as unusual bleeding or bruising, should seek medical attention. 

Therefore, the statement is true."
62,metolazone,Tinnitus,"Metolazone is a thiazide-like diuretic used to treat high blood pressure and swelling due to fluid build up. Tinnitus, or ringing in the ears, is not a commonly listed side effect of metolazone. However, it is important to note that side effects can vary from person to person, and it's possible for an individual to experience tinnitus as a side effect even if it is not widely recognized or reported. If someone is experiencing tinnitus while taking metolazone, they should consult their healthcare provider to determine the cause and appropriate action. 

Therefore, the statement ""Tinnitus is a side effect of metolazone"" is generally false, but with the caveat that it could be true for some individuals."
63,metolazone,Toxic epidermal necrolysis,"Toxic epidermal necrolysis (TEN) is a rare, life-threatening skin condition that is typically triggered by a reaction to medications. While it is not common, almost any medication can potentially cause TEN. Metolazone, a diuretic used to treat high blood pressure and edema, could potentially cause TEN as a severe adverse reaction, although it is extremely rare.

Therefore, the statement that toxic epidermal necrolysis is a side effect of metolazone is technically true, but it is important to note that the likelihood of this occurring is very low. If you are concerned about the side effects of a medication, it is always best to consult with a healthcare professional."
64,metolazone,Urticaria,"Urticaria, also known as hives, can indeed be a side effect of metolazone. Metolazone is a thiazide-like diuretic used to treat high blood pressure and edema (swelling) associated with heart failure or renal dysfunction. As with many medications, it can cause a range of side effects, and urticaria is one of the possible allergic reactions that some individuals may experience. If a patient develops hives as a reaction to metolazone, they should contact their healthcare provider immediately. Therefore, the statement is true."
