SETID,SPL_VERSION,ingredients_names,ingredients_rxcuis,condition_name,pt_meddra_id,pt_meddra_term,file,title
496b38ee-45b6-4bb2-a35e-9023c3b73719,5,tiotropium,69120,acute myocardial infarction,10002383,angina pectoris,../data/2024_latest_labels/latest_labels_ingredients/20231215_496b38ee-45b6-4bb2-a35e-9023c3b73719.json,"These highlights do not include all the information needed to use TIOTROPIUM BROMIDE INHALATION POWDER safely and effectively. See full prescribing information for TIOTROPIUM BROMIDE INHALATION POWDER.
TIOTROPIUM BROMIDE inhalation powder, for oral inhalation useInitial U.S. Approval: 2004"
4c486fc7-c8c4-4c6c-b30c-366dabaeaadd,14,gabapentin,25480,acute myocardial infarction,10028596,myocardial infarction,../data/2024_latest_labels/train_xml/20230830_4c486fc7-c8c4-4c6c-b30c-366dabaeaadd.json,"These highlights do not include all the information needed to use HORIZANT safely and effectively. See full prescribing information for HORIZANT. 
HORIZANT® (gabapentin enacarbil) Extended-Release Tablets for oral use Initial U.S. Approval: 2011"
4c61e68e-f2d1-4998-aae7-62997971dab7,4,foscarnet,33562,acute kidney injury,10069339,acute kidney injury,../data/2024_latest_labels/latest_labels_ingredients/20231118_4c61e68e-f2d1-4998-aae7-62997971dab7.json,"FOSCAVIR 
 ® 


(foscarnet sodium) INJECTION"
4c9eb5d2-8d2c-4ce7-b45e-c92d3ce9532a,11,isosorbide,6057,acute myocardial infarction,10002383,angina pectoris,../data/2024_latest_labels/latest_labels_ingredients/20240222_4c9eb5d2-8d2c-4ce7-b45e-c92d3ce9532a.json,"Isosorbide Mononitrate Tablets, USP




Rx only"
4ebe66e7-5e0d-41ff-8ef9-e4c30a65f213,6,cyclophosphamide,3002,acute liver injury,10019660,hepatic encephalopathy,../data/2024_latest_labels/latest_labels_ingredients/20240113_4ebe66e7-5e0d-41ff-8ef9-e4c30a65f213.json,"""These highlights do not include all the information needed to use CYCLOPHOSPHAMIDE CAPSULES safely and effectively"". ""See full prescribing information for CYCLOPHOSPHAMIDE CAPSULES.""
 



""CYCLOPHOSPHAMIDE capsules""
 

""Initial U.S. Approval: 1959"""
51cdb22b-035f-47d7-8048-38006e2589f2,20,nifedipine,7417,acute myocardial infarction,10002383,angina pectoris,../data/2024_latest_labels/latest_labels_ingredients/20240217_51cdb22b-035f-47d7-8048-38006e2589f2.json,Rx only
52781229-ee82-43f9-a113-4419a611978d,1,rivastigmine,183379,acute myocardial infarction,10028596,myocardial infarction,../data/2024_latest_labels/latest_labels_ingredients/20240111_52781229-ee82-43f9-a113-4419a611978d.json,"These highlights do not include all the information needed to use RIVASTIGMINE TARTRATE CAPSULES safely and effectively. See full prescribing information for RIVASTIGMINE TARTRATE CAPSULES.
 
RIVASTIGMINE TARTRATE capsules, for oral use
 
Initial U.S. Approval: 2000"
56d64558-1fad-420e-8fcd-7103cd073127,1,celecoxib,140587,acute myocardial infarction,10002388,angina unstable,../data/2024_latest_labels/latest_labels_ingredients/20240207_56d64558-1fad-420e-8fcd-7103cd073127.json,"These highlights do not include all the information needed to use CELECOXIB CAPSULES safely and effectively. See full prescribing information for CELECOXIB CAPSULES.
 

CELECOXIB capsules, for oral use
 

Initial U.S. Approval: 1998"
575da603-b038-421f-9894-6796d9ac33cc,11,sertraline,36437,acute liver injury,10023126,jaundice,../data/2024_latest_labels/latest_labels_ingredients/20240224_575da603-b038-421f-9894-6796d9ac33cc.json,"These highlights do not include all the information needed to use SERTRALINE HYDROCHLORIDE TABLETS safely and effectively. See full prescribing information for SERTRALINE HYDROCHLORIDE TABLETS.
 

SERTRALINE HYDROCHLORIDE tablets, for oral use
 
Initial U.S. Approval: 1991"
57a597d2-03f0-472e-b148-016d7169169d,12,sacituzumab,2360231,acute kidney injury,10069339,acute kidney injury,../data/2024_latest_labels/latest_labels_ingredients/20230215_57a597d2-03f0-472e-b148-016d7169169d.json,"These highlights do not include all the information needed to use TRODELVY safely and effectively. See full prescribing information for TRODELVY 
 TRODELVY® (sacituzumab govitecan-hziy) for injection, for intravenous use Initial U.S. Approval: 2020"
57f8aac6-3bd3-4ae1-aab2-759c8bc23292,4,trandolapril,38454,acute myocardial infarction,10028596,myocardial infarction,../data/2024_latest_labels/latest_labels_ingredients/20231111_57f8aac6-3bd3-4ae1-aab2-759c8bc23292.json,Trandolapril Tablets USP Rx only
58d80bc6-bdfb-4908-93e7-aace447c8d1a,1,octreotide,7617,acute liver injury,10019717,hepatitis,../data/2024_latest_labels/latest_labels_ingredients/20240131_58d80bc6-bdfb-4908-93e7-aace447c8d1a.json,"These highlights do not include all the information needed to use MYCAPSSA® safely and effectively. See full prescribing information for MYCAPSSA.
 MYCAPSSA (octreotide) delayed-release capsules, for oral use Initial U.S. Approval: 1988"
5c4841b4-fbc0-4163-8ee1-cb28629cbfbf,13,dihematoporphyrin ether,23066,acute liver injury,10023126,jaundice,../data/2024_latest_labels/latest_labels_ingredients/20230816_5c4841b4-fbc0-4163-8ee1-cb28629cbfbf.json,"These highlights do not include all the information needed to use PHOTOFRIN 
 ® safely and effectively. See full prescribing information for PHOTOFRIN.
 



PHOTOFRIN (porfimer sodium) for injection, for intravenous useInitial U.S. Approval: 1995"
5cd725a1-2fa4-408a-a651-57a7b84b2118,18,avelumab,1875534,acute liver injury,10019717,hepatitis,../data/2024_latest_labels/latest_labels_ingredients/20240131_5cd725a1-2fa4-408a-a651-57a7b84b2118.json,"These highlights do not include all the information needed to use BAVENCIO safely and effectively. See full prescribing information for BAVENCIO.
 BAVENCIO® (avelumab) injection, for intravenous use Initial U.S. Approval: 2017"
5f01e40a-b6f6-40fb-b37c-3d06f1428e86,27,glatiramer,214582,acute liver injury,10019717,hepatitis,../data/2024_latest_labels/latest_labels_ingredients/20240123_5f01e40a-b6f6-40fb-b37c-3d06f1428e86.json,"These highlights do not include all the information needed to use GLATOPA safely and effectively. See full prescribing information for GLATOPA.
GLATOPA® (glatiramer acetate injection), for subcutaneous useInitial U.S. Approval: 1996"
60f0aa03-ad25-4d48-80ce-7fcfa76f325f,10,tezepelumab,2587789,acute myocardial infarction,10028596,myocardial infarction,../data/2024_latest_labels/latest_labels_ingredients/20240130_60f0aa03-ad25-4d48-80ce-7fcfa76f325f.json,"These highlights do not include all the information needed to use TEZSPIRE safely and effectively.  See full prescribing information for TEZSPIRE.
TEZSPIRE® (tezepelumab-ekko) injection, for subcutaneous useInitial U.S. Approval: 2021"
645c887c-8cd4-4623-8da9-ac223d71a8b9,8,avapritinib,2272107,acute kidney injury,10069339,acute kidney injury,../data/2024_latest_labels/latest_labels_ingredients/20230528_645c887c-8cd4-4623-8da9-ac223d71a8b9.json,"These highlights do not include all the information needed to use AYVAKIT safely and effectively. See full prescribing information for AYVAKIT.
 AYVAKIT® (avapritinib) tablets, for oral use Initial U.S. Approval: 2020"
69301126-c901-4d0d-9acb-91ba1a87cd21,26,valacyclovir,73645,acute kidney injury,10069339,acute kidney injury,../data/2024_latest_labels/latest_labels_ingredients/20240217_69301126-c901-4d0d-9acb-91ba1a87cd21.json,"HIGHLIGHTS OF PRESCRIBING INFORMATION
 

These highlights do not include all the information needed to use valacyclovir hydrochloride safely and effectively. See full prescribing information for valacyclovir hydrochloride.
 

Valacyclovir Tablets, USP
 

Initial U.S. Approval:1995"
6ee2265b-1da5-4215-848b-12aa5eb25eff,10,hydralazine,5470,acute myocardial infarction,10028596,myocardial infarction,../data/2024_latest_labels/latest_labels_ingredients/20240224_6ee2265b-1da5-4215-848b-12aa5eb25eff.json,Rx only
73ccebc1-7412-2424-d62c-a5180ec52d81,1,trimethoprim,10829,acute liver injury,10023126,jaundice,../data/2024_latest_labels/latest_labels_ingredients/20240130_73ccebc1-7412-2424-d62c-a5180ec52d81.json,"TRIMETHOPRIM TABLETS, USP
Rx only"
7652adc6-1aad-4422-b85c-0c6b11c23b73,7,gabapentin,25480,acute liver injury,10023126,jaundice,../data/2024_latest_labels/latest_labels_ingredients/20240224_7652adc6-1aad-4422-b85c-0c6b11c23b73.json,"These highlights do not include all the information needed to use GABAPENTIN CAPSULES safely and effectively. See full prescribing information for GABAPENTIN CAPSULES.
 

GABAPENTIN capsules, for oral use
 

Initial U.S. Approval: 1993"
7663c49d-1b1d-755d-e053-2991aa0a4ee3,9,epinephrine,3992,acute myocardial infarction,10028596,myocardial infarction,../data/2024_latest_labels/latest_labels_ingredients/20240224_7663c49d-1b1d-755d-e053-2991aa0a4ee3.json,"ADRENALIN® (EPINEPHRINE INJECTION, USP) 1mg/mL 1:1000 VIAL"
7d655d6d-01da-488c-bd4e-c7fbe0ace38c,5,testosterone,10379,acute liver injury,10023126,jaundice,../data/2024_latest_labels/latest_labels_ingredients/20240215_7d655d6d-01da-488c-bd4e-c7fbe0ace38c.json,"These highlights do not include all the information needed to use TESTOSTERONE GEL, 1% safely and effectively.  See full prescribing information for TESTOSTERONE GEL, 1%.

 TESTOSTERONE gel 1%, for topical use, CIII Initial U.S. Approval: 1953"
7e9ab975-db2f-423c-a089-bc5a73313609,11,rivaroxaban,1114195,acute liver injury,10019717,hepatitis,../data/2024_latest_labels/gold_xml/20231208_7e9ab975-db2f-423c-a089-bc5a73313609.json,"These highlights do not include all the information needed to use XARELTO safely and effectively. See full prescribing information for XARELTO.
 



XARELTO 
 ® (rivaroxaban) tablets, for oral use
 

XARELTO 
 ® (rivaroxaban) for oral suspension
 

Initial U.S. Approval: 2011"
829e744d-7bd4-43dc-9b58-ffb016cb8e67,1,didanosine,3364,acute liver injury,10019717,hepatitis,../data/2024_latest_labels/latest_labels_ingredients/20120508_829e744d-7bd4-43dc-9b58-ffb016cb8e67.json,These highlights do not include all the information needed to use didanosine delayed-release capsules safely and effectively. See full prescribing information for didanosine delayed-release capsules. Initial U.S. Approval: 1991
84137882-e000-47da-bd5b-fa76ab3c76f9,20,axitinib,1242999,acute liver injury,10019717,hepatitis,../data/2024_latest_labels/train_xml/20231020_84137882-e000-47da-bd5b-fa76ab3c76f9.json,"These highlights do not include all the information needed to use INLYTA safely and effectively. See full prescribing information for INLYTA. 
INLYTA® (axitinib) tablets, for oral administration Initial U.S. Approval: 2012"
860c799c-5199-4f0c-b21b-9910273474d9,6,pentamidine,7994,acute liver injury,10019717,hepatitis,../data/2024_latest_labels/latest_labels_ingredients/20240202_860c799c-5199-4f0c-b21b-9910273474d9.json,Pentamidine isethionate for injection
8983d6a0-f63f-4f8e-bba4-38223f39e29b,11,benznidazole,18994,acute liver injury,10019717,hepatitis,../data/2024_latest_labels/latest_labels_ingredients/20231111_8983d6a0-f63f-4f8e-bba4-38223f39e29b.json,"These highlights do not include all the information needed to use BENZNIDAZOLE TABLETS safely and effectively. See full prescribing information for BENZNIDAZOLE TABLETS.
 



BENZNIDAZOLE tablets, for oral use
 

Initial U.S. Approval: 2017"
8bdb47c5-9d19-4d59-94c8-62c117525e7f,1,zafirlukast,114970,acute liver injury,10019717,hepatitis,../data/2024_latest_labels/latest_labels_ingredients/20231204_8bdb47c5-9d19-4d59-94c8-62c117525e7f.json,Zafirlukast Tablets Rx only
8bf8e76c-27cb-42a4-aa9c-bdade68c463b,4,rasagiline,134748,acute kidney injury,10069339,acute kidney injury,../data/2024_latest_labels/latest_labels_ingredients/20231227_8bf8e76c-27cb-42a4-aa9c-bdade68c463b.json,These highlights do not include all the information needed to use RASAGILINE TABLETS safely and effectively. See full prescribing information for RASAGILINE TABLETS. RASAGILINE tablets for oral use Initial U.S. Approval: 2006
8c065559-bd35-4dda-ac8f-624eea0641ae,9,zidovudine,11413,acute liver injury,10019717,hepatitis,../data/2024_latest_labels/latest_labels_ingredients/20240224_8c065559-bd35-4dda-ac8f-624eea0641ae.json,"These highlights do not include all the information needed to use ZIDOVUDINE TABLETS safely and effectively. See full prescribing information for ZIDOVUDINE TABLETS.
 



ZIDOVUDINE tablets, for oral use
 



Initial U.S. Approval: 1987"
8f7f73b8-586a-4df0-935f-fecd4696c16c,17,isavuconazonium,1608322,acute liver injury,10019717,hepatitis,../data/2024_latest_labels/latest_labels_ingredients/20240112_8f7f73b8-586a-4df0-935f-fecd4696c16c.json,"These highlights do not include all the information needed to use CRESEMBA® safely and effectively. See full prescribing information for CRESEMBA®.
CRESEMBA® (isavuconazonium sulfate) capsules, for oral useCRESEMBA® (isavuconazonium sulfate) for injection, for intravenous useInitial U.S. Approval: 2015"
9bf86115-8c8d-48f4-9cbe-7709c5ca0d0f,6,ketoprofen,6142,acute liver injury,10023126,jaundice,../data/2024_latest_labels/latest_labels_ingredients/20240206_9bf86115-8c8d-48f4-9cbe-7709c5ca0d0f.json,KIPROFEN™ Capsules
9e79b42c-38a3-4b2c-a196-a5a1948250e2,57,lacosamide,623400,acute liver injury,10019717,hepatitis,../data/2024_latest_labels/gold_xml/20231011_9e79b42c-38a3-4b2c-a196-a5a1948250e2.json,"These highlights do not include all the information needed to use VIMPAT® safely and effectively.  See full prescribing information for VIMPAT. 
VIMPAT® (lacosamide) film coated tablet, for oral use, CV VIMPAT® (lacosamide) injection, for intravenous use, CV VIMPAT® (lacosamide) oral solution, CV Initial U.S. Approval: 2008"
a09a25fc-a5a3-0c82-e053-2995a90a5d74,15,pasireotide,1364105,acute liver injury,10023126,jaundice,../data/2024_latest_labels/gold_xml/20230804_a09a25fc-a5a3-0c82-e053-2995a90a5d74.json,"These highlights do not include all the information needed to use SIGNIFOR safely and effectively. See full prescribing information for SIGNIFOR.




SIGNIFOR 
  ®(pasireotide) injection, for subcutaneous use 
 


Initial U.S. Approval: 2012"
a21006b7-6d6f-4f06-81b4-17978756452b,6,fostemsavir,2380373,acute liver injury,10023126,jaundice,../data/2024_latest_labels/latest_labels_ingredients/20240224_a21006b7-6d6f-4f06-81b4-17978756452b.json,"These highlights do not include all the information needed to use RUKOBIA safely and effectively.  See full prescribing information for RUKOBIA.
RUKOBIA (fostemsavir) extended-release tablets, for oral useInitial U.S. Approval: 2020"
a23063c0-099a-4256-b95f-3a857bbf704b,18,alprazolam,596,acute liver injury,10023126,jaundice,../data/2024_latest_labels/latest_labels_ingredients/20240209_a23063c0-099a-4256-b95f-3a857bbf704b.json,"These highlights do not include all the information needed to use ALPRAZOLAM TABLETS safely and effectively. See full prescribing information for ALPRAZOLAM TABLETS.


ALPRAZOLAM tablets, for oral use, CIV 


Initial U.S. Approval: 1981"
a64a50ba-e3da-4227-9bce-87101d60409e,2,sapropterin,753340,acute myocardial infarction,10028596,myocardial infarction,../data/2024_latest_labels/latest_labels_ingredients/20231205_a64a50ba-e3da-4227-9bce-87101d60409e.json,"These highlights do not include all the information needed to use SAPROPTERIN DIHYDROCHLORIDE TABLETS safely and effectively. See full prescribing information for SAPROPTERIN DIHYDROCHLORIDE TABLETS.
 
SAPROPTERIN DIHYDROCHLORIDE tablets, for oral use
 
Initial U.S. Approval: 2007"
a865e0ef-8685-4f69-8838-648c4f3bab47,6,emapalumab,2104604,acute kidney injury,10069339,acute kidney injury,../data/2024_latest_labels/latest_labels_ingredients/20230921_a865e0ef-8685-4f69-8838-648c4f3bab47.json,"These highlights do not include all the information needed to use GAMIFANT safely and effectively. See full prescribing information for GAMIFANT.
GAMIFANT® (emapalumab-lzsg) injection, for intravenous use Initial U.S. Approval: 2018"
b023a9f2-1a99-4b40-a953-edac7e3a79bf,15,anastrozole,84857,acute liver injury,10019717,hepatitis,../data/2024_latest_labels/latest_labels_ingredients/20240220_b023a9f2-1a99-4b40-a953-edac7e3a79bf.json,"These highlights do not include all the information needed to use anastrozole tablets safely and effectively. See full prescribing information for anastrozole tablets.
 

ANASTROZOLE tablet for oral use
 

Initial U.S. Approval: 1995"
b17679e8-88c8-4b8d-bfae-246fab6eead9,13,docetaxel,72962,acute myocardial infarction,10028596,myocardial infarction,../data/2024_latest_labels/latest_labels_ingredients/20240201_b17679e8-88c8-4b8d-bfae-246fab6eead9.json,"These highlights do not include all the information needed to use DOCETAXEL INJECTION safely and effectively. See full prescribing information for DOCETAXEL INJECTION.DOCETAXEL injection, for intravenous use
Initial U.S. Approval: 1996"
b31ff20a-c363-4be0-9bc0-3081c163b63c,7,atovaquone,60212,acute liver injury,10019717,hepatitis,../data/2024_latest_labels/latest_labels_ingredients/20240217_b31ff20a-c363-4be0-9bc0-3081c163b63c.json,"These highlights do not include all the information needed to use ATOVAQUONE ORAL SUSPENSION safely and effectively. See full prescribing information for ATOVAQUONE ORAL SUSPENSION.


ATOVAQUONE oral suspension, for oral use


Initial U.S. Approval: 1992"
b4c2c9dc-a0bb-4d64-a667-a67ebe88392d,37,certolizumab pegol,709271,acute liver injury,10019717,hepatitis,../data/2024_latest_labels/train_xml/20230105_b4c2c9dc-a0bb-4d64-a667-a67ebe88392d.json,"These highlights do not include all the information needed to use CIMZIA® safely and effectively. See full prescribing information for CIMZIA.
 



CIMZIA (certolizumab pegol) for injection, for subcutaneous use
 

CIMZIA (certolizumab pegol) injection, for subcutaneous use
 

Initial U.S. Approval: 2008"
b6b1d427-e19a-4fc1-b518-f58bacc46736,8,guanfacine,40114,acute myocardial infarction,10028596,myocardial infarction,../data/2024_latest_labels/latest_labels_ingredients/20240217_b6b1d427-e19a-4fc1-b518-f58bacc46736.json,"Guanfacine Tablets, USP 


Rx only"
