run,meddra_term,meddra_pt_id,AKI,ALI,AMI,GIB
0,Hyperkinesia,10020651,0,0,0,0
0,Hypertension,10020772,0,0,0,0
0,Increased appetite,10021654,0,0,0,0
0,Jaundice,10023126,0,0,0,0
0,Jaundice cholestatic,10023129,0,0,0,0
0,Laryngeal oedema,10023845,0,0,0,0
0,Melaena,10027141,0,0,0,1
0,Meningitis aseptic,10027201,0,0,0,0
0,Nephritis,10029117,0,0,0,0
0,Oliguria,10030302,1,0,0,0
0,Pallor,10033546,0,0,0,0
0,Pancreatitis acute,10033647,0,0,0,0
0,Peptic ulcer,10034341,0,0,0,1
0,Polyuria,10036142,0,0,0,0
0,Proteinuria,10037032,0,0,0,0
0,Rash maculo-papular,10037868,0,0,0,0
0,Rectal haemorrhage,10038063,0,0,0,1
0,Rhinitis,10039083,0,0,0,0
0,Stupor,10042264,0,0,0,0
0,Syncope,10042772,0,0,0,0
0,Thinking abnormal,10043431,0,0,0,0
0,Tongue oedema,10043967,0,0,0,0
0,Tremor,10044565,0,0,0,0
0,Weight increased,10047899,0,0,0,0
0,Post procedural haemorrhage,10051077,0,0,0,0
0,Wound haemorrhage,10051373,0,0,0,0
0,Acute kidney injury,10069339,1,0,0,0
0,Procedural haemorrhage,10071229,0,0,0,0
0,Liver function test abnormal,10024690,0,1,0,0
0,Alopecia,10001760,0,0,0,0
0,Dyskinesia,10013916,0,0,0,0
0,Dysphoria,10013954,0,0,0,0
0,Ecchymosis,10014080,0,0,0,0
0,Feeling jittery,10016338,0,0,0,0
0,Gynaecomastia,10018800,0,0,0,0
0,Myelosuppression,10028584,0,0,0,0
0,Aggression,10001488,0,0,0,0
0,Cerebral arteritis,10008087,0,0,0,0
0,Coma hepatic,10010075,0,0,0,0
0,Completed suicide,10010144,0,0,0,0
0,Depressed mood,10012374,0,0,0,0
0,Drug eruption,10013687,0,0,0,0
0,Erythema multiforme,10015218,0,0,0,0
0,Fixed eruption,10016741,0,0,0,0
0,Neuroleptic malignant syndrome,10029282,0,0,0,0
0,Psychomotor hyperactivity,10037211,0,0,0,0
0,Sudden death,10042434,0,0,0,0
0,Thrombocytopenic purpura,10043561,0,0,0,0
0,Vasculitis necrotising,10047124,0,0,0,0
0,Weight decreased,10047895,0,0,0,0
0,Abnormal behaviour,10061422,0,0,0,0
0,Suicidal behaviour,10065604,0,0,0,0
0,Arthritis,10003246,0,0,0,0
0,Cataract,10007739,0,0,0,0
0,Cerebrovascular accident,10008190,0,0,0,0
0,Cheilitis,10008417,0,0,0,0
0,Colitis,10009887,0,0,0,0
0,Dry eye,10013774,0,0,0,0
0,Eczema,10014184,0,0,0,0
0,Enteritis,10014866,0,0,0,0
0,Epiphyses premature fusion,10015078,0,0,0,0
0,Hepatotoxicity,10019851,0,1,0,0
0,Hirsutism,10020112,0,0,0,0
0,Hypertriglyceridaemia,10020869,0,0,0,0
0,Inflammatory bowel disease,10021972,0,0,0,0
0,Lip dry,10024552,0,0,0,0
0,Lymphadenopathy,10025197,0,0,0,0
0,Mass,10026865,0,0,0,0
0,Nail dystrophy,10028698,0,0,0,0
0,Nasal dryness,10028740,0,0,0,0
0,Night blindness,10029404,0,0,0,0
0,Oesophageal ulcer,10030201,0,0,0,1
0,Oesophagitis,10030216,0,0,0,0
0,Optic neuritis,10030942,0,0,0,0
0,Paronychia,10034016,0,0,0,0
0,Pyogenic granuloma,10037649,0,0,0,0
0,Rhabdomyolysis,10039020,0,0,0,0
0,Seborrhoea,10039792,0,0,0,0
0,Suicidal ideation,10042458,0,0,0,0
0,Suicide attempt,10042464,0,0,0,0
0,Sunburn,10042496,0,0,0,0
0,Tendonitis,10043255,0,0,0,0
0,Vasculitis,10047115,0,0,0,0
0,Xanthoma,10048214,0,0,0,0
0,Acne fulminans,10049141,0,0,0,0
0,Red blood cell sedimentation rate increased,10049187,0,0,0,0
0,Contusion,10050584,0,0,0,0
0,Affect lability,10054196,0,0,0,0
0,Respiratory tract infection,10062352,0,0,0,0
0,Idiopathic intracranial hypertension,10078904,0,0,0,0
0,Accommodation disorder,10000389,0,0,0,0
0,Fall,10016173,0,0,0,0
0,Incontinence,10021639,0,0,0,0
0,Respiratory paralysis,10038708,0,0,0,0
0,Application site reaction,10003055,0,0,0,0
0,Dermatitis contact,10012442,0,0,0,0
0,Furuncle,10017553,0,0,0,0
0,Fungal infection,10017533,0,0,0,0
0,Blood disorder,10061590,0,0,0,0
0,Enterocolitis,10014893,0,0,0,0
0,Eosinophilia,10014950,0,0,0,0
0,Haemolytic anaemia,10018916,0,0,0,0
0,Henoch-Schonlein purpura,10019617,0,0,0,0
0,Intracranial pressure increased,10022773,0,0,0,0
0,Rash erythematous,10037855,0,0,0,0
0,Agitation,10001497,0,0,0,0
0,Apathy,10002942,0,0,0,0
0,Dehydration,10012174,0,0,0,0
0,Dysgeusia,10013911,0,0,0,0
0,Gastric polyps,10017817,0,0,0,0
0,Gastrinoma,10017852,0,0,0,0
0,Hepatic encephalopathy,10019660,0,0,0,0
0,Hepatic necrosis,10019692,0,1,0,0
0,Hypoglycaemia,10020993,0,0,0,0
0,Irritable bowel syndrome,10023003,0,0,0,0
0,Metabolic alkalosis,10027423,0,0,0,0
0,Muscular weakness,10028372,0,0,0,0
0,Oedema peripheral,10030124,0,0,0,0
0,Oesophageal candidiasis,10030154,0,0,0,0
0,Optic atrophy,10030910,0,0,0,0
0,Optic ischaemic neuropathy,10030924,0,0,0,0
0,Pain,10033371,0,0,0,0
0,Pain in extremity,10033425,0,0,0,0
0,Skin reaction,10040914,0,0,0,0
0,Testicular pain,10043345,0,0,0,0
0,Tetany,10043380,0,0,0,0
0,Urinary tract infection,10046571,0,0,0,0
0,Optic neuropathy,10061323,0,0,0,0
0,Polyp,10061529,0,0,0,0
0,Regurgitation,10067171,0,0,0,0
0,Cerebral ischaemia,10008120,0,0,0,0
0,Ataxia,10003591,0,0,0,0
0,Dystonia,10013983,0,0,0,0
0,Enuresis,10014928,0,0,0,0
0,Epilepsy,10015037,0,0,0,0
0,Miosis,10027646,0,0,0,0
0,Muscle rigidity,10028330,0,0,0,0
0,Nasal congestion,10028735,0,0,0,0
0,Nystagmus,10029864,0,0,0,0
0,Strabismus,10042159,0,0,0,0
0,Genitourinary symptom,10075537,0,0,0,0
0,Taste disorder,10082490,0,0,0,0
0,Amenorrhoea,10001928,0,0,0,0
0,Bone pain,10006002,0,0,0,0
0,Endometrial adenocarcinoma,10014720,0,0,0,0
0,Endometrial cancer,10014733,0,0,0,0
0,Interstitial lung disease,10022611,0,0,0,0
0,Loss of libido,10024870,0,0,0,0
0,Menstrual disorder,10027327,0,0,0,0
0,Musculoskeletal pain,10028391,0,0,0,0
0,Oligomenorrhoea,10030295,0,0,0,0
0,Pemphigoid,10034277,0,0,0,0
0,Platelet count decreased,10035528,0,0,0,0
0,Pulmonary embolism,10037377,0,0,0,0
0,Sepsis,10040047,0,0,0,0
0,Tumour pain,10045171,0,0,0,0
0,Vaginal discharge,10046901,0,0,0,0
0,Vaginal haemorrhage,10046910,0,0,0,0
0,Vulvovaginal dryness,10047791,0,0,0,0
0,Deep vein thrombosis,10051055,0,0,0,0
0,Vulvovaginal pruritus,10056530,0,0,0,0
0,Hot flush,10060800,0,0,0,0
0,Intraductal proliferative breast lesion,10073094,0,0,0,0
0,Acne,10000496,0,0,0,0
0,Bladder irritation,10005052,0,0,0,0
0,Chronic obstructive pulmonary disease,10009033,0,0,0,0
0,Epididymitis,10015000,0,0,0,0
0,Fluid retention,10016807,0,0,0,0
0,Oligospermia,10030300,0,0,0,0
0,Peliosis hepatis,10034229,0,0,0,0
0,Priapism,10036661,0,0,0,0
0,Testicular atrophy,10043298,0,0,0,0
0,Drug tolerance,10052804,0,0,0,0
0,Androgenetic alopecia,10068168,0,0,0,0
0,Alanine aminotransferase increased,10001551,0,1,0,0
0,Albuminuria,10001580,0,0,0,0
0,Angina pectoris,10002383,0,0,0,0
0,Aspartate aminotransferase increased,10003481,0,1,0,0
0,Blood creatinine increased,10005483,1,0,0,0
0,Blood urea increased,10005851,0,0,0,0
0,Dermatitis bullous,10012441,0,0,0,0
0,Duodenal ulcer,10013836,0,0,0,1
0,Face oedema,10016029,0,0,0,0
0,Gamma-glutamyltransferase increased,10017693,0,0,0,0
0,Gastric ulcer,10017822,0,0,0,1
0,Gastric ulcer perforation,10017835,0,0,0,0
0,Gastrooesophageal reflux disease,10017885,0,0,0,0
0,Haematemesis,10018830,0,0,0,1
0,Hyperbilirubinaemia,10020578,0,0,0,0
0,Influenza like illness,10022004,0,0,0,0
0,Intestinal perforation,10022694,0,0,0,0
0,Mouth ulceration,10028034,0,0,0,0
0,Myocardial infarction,10028596,0,0,0,0
0,Shock,10040560,0,0,0,0
0,Upper respiratory tract infection,10046306,0,0,0,0
0,Barbiturates,10063229,0,0,0,0
0,Angina unstable,10002388,0,0,0,0
0,Methaemoglobinaemia,10027496,0,0,0,0
0,Withdrawal hypertension,10048007,0,0,0,0
0,Abscess,10000269,0,0,0,0
0,Amnesia,10001949,0,0,0,0
0,Anaemia macrocytic,10002064,0,0,0,0
0,Anaphylactic shock,10002199,0,0,0,0
0,Aphasia,10002948,0,0,0,0
0,Arteritis,10003230,0,0,0,0
0,Breast neoplasm,10006279,0,0,0,0
0,Breast pain,10006298,0,0,0,0
0,Bronchitis,10006451,0,0,0,0
0,Cerebrovascular disorder,10008196,0,0,0,0
0,Circulatory collapse,10009192,0,0,0,0
0,Conversion disorder,10010893,0,0,0,0
0,Cystitis,10011781,0,0,0,0
0,Delusion,10012239,0,0,0,0
0,Dementia,10012267,0,0,0,0
0,Dental caries,10012318,0,0,0,0
0,Eye irritation,10015946,0,0,0,0
0,Eye pain,10015958,0,0,0,0
0,Feeling abnormal,10016322,0,0,0,0
0,Fibroadenoma of breast,10016613,0,0,0,0
0,Gait disturbance,10017577,0,0,0,0
0,Gastroenteritis,10017888,0,0,0,0
0,Haemoglobinaemia,10018901,0,0,0,0
0,Haemorrhoids,10019022,0,0,0,1
0,Herpes simplex,10019948,0,0,0,0
0,Herpes zoster,10019974,0,0,0,0
0,Hiccups,10020039,0,0,0,0
0,Hypercholesterolaemia,10020603,0,0,0,0
0,Hypokinesia,10021021,0,0,0,0
0,Hypotonia,10021118,0,0,0,0
0,Hypoxia,10021143,0,0,0,0
0,Illusion,10021403,0,0,0,0
0,Lacrimation disorder,10023643,0,0,0,0
0,Laryngitis,10023874,0,0,0,0
0,Mania,10026749,0,0,0,0
0,Neuralgia,10029223,0,0,0,0
0,Neuritis,10029240,0,0,0,0
0,Neurosis,10029333,0,0,0,0
0,Osteoarthritis,10031161,0,0,0,0
0,Otitis externa,10033072,0,0,0,0
0,Otitis media,10033078,0,0,0,0
0,Panic attack,10033664,0,0,0,0
0,Paresis,10033985,0,0,0,0
0,Parosmia,10034018,0,0,0,0
0,Periorbital oedema,10034545,0,0,0,0
0,Personality disorder,10034721,0,0,0,0
0,Photopsia,10034962,0,0,0,0
0,Pneumonia,10035664,0,0,0,0
0,Pyelonephritis,10037596,0,0,0,0
0,Renal pain,10038490,0,0,0,0
0,Saliva altered,10039379,0,0,0,0
0,Sciatica,10039674,0,0,0,0
0,Scleritis,10039705,0,0,0,0
0,Sinusitis,10040753,0,0,0,0
0,Sleep disorder,10040984,0,0,0,0
0,Somnambulism,10041347,0,0,0,0
0,Speech disorder,10041466,0,0,0,0
0,Thrombosis,10043607,0,0,0,0
0,Vaginal infection,10046914,0,0,0,0
0,Varicose vein,10046996,0,0,0,0
0,Ventricular tachycardia,10047302,0,0,0,0
0,Yawning,10048232,0,0,0,0
0,Restless legs syndrome,10058920,0,0,0,0
0,Hyperlipidaemia,10062060,0,0,0,0
0,Depersonalisation/derealisation disorder,10077805,0,0,0,0
0,Neuropsychiatric symptoms,10078497,0,0,0,0
0,Myoclonus,10028622,0,0,0,0
0,Vasodilatation,10047141,0,0,0,0
0,Withdrawal syndrome,10048010,0,0,0,0
0,Procedural pain,10064882,0,0,0,0
0,Atrial fibrillation,10003658,0,0,0,0
0,Atrial tachycardia,10003668,0,0,0,0
0,Disorientation,10013395,0,0,0,0
0,Sinus tachycardia,10040752,0,0,0,0
0,Ventricular arrhythmia,10047281,0,0,0,0
0,Cholecystitis,10008612,0,0,0,0
0,Diarrhoea haemorrhagic,10012741,0,0,0,1
0,Hyperreflexia,10020745,0,0,0,0
0,Hypertonia,10020852,0,0,0,0
0,Iron deficiency,10022970,0,0,0,0
0,Iron deficiency anaemia,10022972,0,0,0,0
0,Muscle twitching,10028347,0,0,0,0
0,Nail disorder,10028694,0,0,0,0
0,Retinal haemorrhage,10038867,0,0,0,0
0,Subarachnoid haemorrhage,10042316,0,0,0,0
0,Tooth abscess,10044016,0,0,0,0
0,Uterine haemorrhage,10046788,0,0,0,0
0,Vulvovaginitis,10047794,0,0,0,0
0,Hepatic enzyme increased,10060795,0,1,0,0
0,Anaemia megaloblastic,10002065,0,0,0,0
0,Depressed level of consciousness,10012373,0,0,0,0
0,Hypoventilation,10021133,0,0,0,0
0,Injection site reaction,10022095,0,0,0,0
0,Nightmare,10029412,0,0,0,0
0,Liver injury,10067125,0,1,0,0
0,Cholestasis,10008635,0,0,0,0
0,Cold sweat,10009866,0,0,0,0
0,Gingival hypertrophy,10018284,0,0,0,0
0,Heart rate irregular,10019304,0,0,0,0
0,Lipids abnormal,10024588,0,0,0,0
0,Micturition disorder,10027561,0,0,0,0
0,Nasopharyngitis,10028810,0,0,0,0
0,Peripheral ischaemia,10034576,0,0,0,0
0,Sexual dysfunction,10040477,0,0,0,0
0,Skin discolouration,10040829,0,0,0,0
0,Xerophthalmia,10048221,0,0,0,0
0,Acute myocardial infarction,10000891,0,0,0,0
0,Atrial flutter,10003662,0,0,0,0
0,Cardiogenic shock,10007625,0,0,0,0
0,Catatonia,10007776,0,0,0,0
0,Colitis ischaemic,10009895,0,0,0,1
0,Mitral valve incompetence,10027727,0,0,0,0
0,Oculomucocutaneous syndrome,10030081,0,0,0,0
0,Peyronie's disease,10034765,0,0,0,0
0,Psoriasis,10037153,0,0,0,0
0,Raynaud's phenomenon,10037912,0,0,0,0
0,Ventricular septal defect,10047298,0,0,0,0
0,Sinus node dysfunction,10075889,0,0,0,0
0,Sedation,10039897,0,0,0,0
0,Skin exfoliation,10040844,0,0,0,0
0,Breast enlargement,10006242,0,0,0,0
0,Local reaction,10024769,0,0,0,0
0,Micturition urgency,10027566,0,0,0,0
0,Ophthalmoplegia,10030875,0,0,0,0
0,Prostatic disorder,10036956,0,0,0,0
0,Bone density decreased,10049470,0,0,0,0
0,Pituitary apoplexy,10056447,0,0,0,0
0,Pituitary tumour benign,10061538,0,0,0,0
0,Device dislocation,10064684,0,0,0,0
0,Bundle branch block,10006578,0,0,0,0
0,High density lipoprotein decreased,10020060,0,0,0,0
0,Influenza,10022000,0,0,0,0
0,Myocardial ischaemia,10028600,0,0,0,0
0,Peripheral vascular disorder,10034636,0,0,0,0
0,Respiratory alkalosis,10038664,0,0,0,0
0,Dermatitis psoriasiform,10058675,0,0,0,0
0,Lymphocyte morphology abnormal,10062047,0,0,0,0
0,Congestive hepatopathy,10084058,0,0,0,0
0,Cardiomyopathy,10007636,0,0,0,0
0,Myopathy,10028641,0,0,0,0
0,Respiratory arrest,10038669,0,0,0,0
0,Torsade de pointes,10044066,0,0,0,0
0,Urinary hesitation,10046542,0,0,0,0
0,Ventricular fibrillation,10047290,0,0,0,0
0,Haemorrhagic urticaria,10059499,0,0,0,0
0,Chest discomfort,10008469,0,0,0,0
0,Injection site pain,10022086,0,0,0,0
0,Bleeding time,10005136,0,0,0,0
0,Cholangiocarcinoma,10008593,0,0,0,0
0,Dependence,10012335,0,0,0,0
0,Ear pain,10014020,0,0,0,0
0,Loss of consciousness,10024855,0,0,0,0
0,Menorrhagia,10027313,0,0,0,0
0,Nephropathy toxic,10029155,1,0,0,0
0,Salivary hypersecretion,10039424,0,0,0,0
0,Sluggishness,10041052,0,0,0,0
0,Occult blood,10061878,0,0,0,1
0,Coordination abnormal,10010947,0,0,0,0
0,Galactorrhoea,10017600,0,0,0,0
0,Gingivitis,10018292,0,0,0,0
0,Hypomania,10021030,0,0,0,0
0,Ileus paralytic,10021333,0,0,0,0
0,Parotid gland enlargement,10034023,0,0,0,0
0,Testicular swelling,10043354,0,0,0,0
0,Inappropriate antidiuretic hormone secretion,10053198,0,0,0,0
0,Ichthyosis,10021198,0,0,0,0
0,Cardiac failure congestive,10007559,0,0,0,0
0,Allergic pharyngitis,10050639,0,0,0,0
0,Arterial insufficiency,10062542,0,0,0,0
0,Balanoposthitis,10004078,0,0,0,0
0,Serum sickness,10040400,0,0,0,0
0,Serum sickness-like reaction,10040402,0,0,0,0
0,Tooth discolouration,10044032,0,0,0,0
0,Lupus-like syndrome,10050551,0,0,0,0
0,Coma,10010071,0,0,0,0
0,Factor I deficiency,10016075,0,0,0,0
0,Jaundice neonatal,10023138,0,0,0,0
0,Postpartum haemorrhage,10036417,0,0,0,0
0,Water intoxication,10047837,0,0,0,0
0,Foetal death,10055690,0,0,0,0
0,Neonatal seizure,10082067,0,0,0,0
0,Arthropathy,10003285,0,0,0,0
0,Pseudomembranous colitis,10037128,0,0,0,0
0,Renal impairment,10062237,0,0,0,0
0,Anal pruritus,10068172,0,0,0,0
0,Coronary artery disease,10011078,0,0,0,0
0,"Hallucination, visual",10019075,0,0,0,0
0,Hyperacusis,10020559,0,0,0,0
0,Leukocytosis,10024378,0,0,0,0
0,Logorrhoea,10024796,0,0,0,0
0,Meningitis,10027199,0,0,0,0
0,Porphyria acute,10036182,0,0,0,0
0,Status epilepticus,10041962,0,0,0,0
0,Balance disorder,10049848,0,0,0,0
0,Embolism,10061169,0,0,0,0
0,Atelectasis,10003598,0,0,0,0
0,Cardiomegaly,10007632,0,0,0,0
0,Cerebral haemorrhage,10008111,0,0,0,0
0,Cystitis haemorrhagic,10011793,0,0,0,0
0,Delirium,10012218,0,0,0,0
0,Ear disorder,10014004,0,0,0,0
0,Encephalopathy,10014625,0,0,0,0
0,Erythema nodosum,10015226,0,0,0,0
0,Graft versus host disease,10018651,0,0,0,0
0,Granulocytopenia,10018687,0,0,0,0
0,Haemoptysis,10018964,0,0,0,0
0,Hepatomegaly,10019842,0,0,0,0
0,Hyperventilation,10020910,0,0,0,0
0,Hypocalcaemia,10020947,0,0,0,0
0,Ileus,10021328,0,0,0,0
0,Injection site inflammation,10022078,0,0,0,0
0,Lung disorder,10025082,0,0,0,0
0,Mucosal inflammation,10028116,0,0,0,0
0,Pericardial effusion,10034474,0,0,0,0
0,Pulmonary fibrosis,10037383,0,0,0,0
0,Rash vesicular,10037898,0,0,0,0
0,Neurological symptom,10060860,0,0,0,0
0,Corneal deposits,10011000,0,0,0,0
0,Corneal lesion,10011026,0,0,0,0
0,Corneal oedema,10011033,0,0,0,0
0,Corneal opacity,10011035,0,0,0,0
0,Iritis,10022955,0,0,0,0
0,Discharge,10080907,0,0,0,0
0,Hepatitis cholestatic,10019754,0,1,0,0
0,Libido decreased,10024419,0,0,0,0
0,Nephrolithiasis,10029148,0,0,0,0
0,Respiratory disorder,10038683,0,0,0,0
0,Floppy iris syndrome,10066373,0,0,0,0
0,Anal incontinence,10077605,0,0,0,0
0,Akathisia,10001540,0,0,0,0
0,Alcohol abuse,10001584,0,0,0,0
0,Anger,10002368,0,0,0,0
0,Aphonia,10002953,0,0,0,0
0,Blister,10005191,0,0,0,0
0,Claustrophobia,10009244,0,0,0,0
0,Decreased interest,10011971,0,0,0,0
0,Dissociative disorder,10013462,0,0,0,0
