,ingredient_name,pt_meddra_term,condition_name,affect,gpt_output,response
42,methyldopa,liver function test abnormal,acute liver injury,1.0,false,false
43,fluvastatin,acute kidney injury,acute kidney injury,0.0,false,false
44,rosuvastatin,hepatic enzyme increased,acute liver injury,0.0,false,false
45,cyclosporine,hepatocellular injury,acute liver injury,1.0,false,false
46,cyclosporine,hepatotoxicity,acute liver injury,1.0,False,false
47,valacyclovir,hepatic enzyme abnormal,acute liver injury,0.0,false,false
48,oseltamivir,liver function test abnormal,acute liver injury,0.0,False,false
49,erlotinib,acute kidney injury,acute kidney injury,0.0,false,false
50,escitalopram,hepatic failure,acute liver injury,0.0,false,false
51,anagrelide,renal impairment,acute kidney injury,0.0,false,false
52,epoetin alfa,myocardial infarction,acute myocardial infarction,1.0,false,false
53,efavirenz,hepatic failure,acute liver injury,1.0,false,false
54,fluvastatin,hepatic failure,acute liver injury,0.0,false,false
55,venlafaxine,liver function test abnormal,acute liver injury,0.0,false,false
56,ursodeoxycholate,liver function test abnormal,acute liver injury,0.0,False,false
57,ethacrynate,gastrointestinal haemorrhage,gi bleed,0.0,False,false
58,griseofulvin,hepatic enzyme increased,acute liver injury,0.0,false,false
59,fenoprofen,hepatotoxicity,acute liver injury,0.0,false,false
60,olmesartan,myocardial infarction,acute myocardial infarction,0.0,false,false
61,celecoxib,hepatotoxicity,acute liver injury,1.0,false,false
62,mitomycin,renal failure,acute kidney injury,0.0,false,false
63,albendazole,liver function test abnormal,acute liver injury,0.0,false,false
64,ifosfamide,gastrointestinal haemorrhage,gi bleed,0.0,False,false
65,vancomycin,acute kidney injury,acute kidney injury,0.0,false,false
66,dolutegravir,acute hepatic failure,acute liver injury,0.0,false,false
67,imatinib,hepatotoxicity,acute liver injury,1.0,false,false
68,docetaxel,renal failure,acute kidney injury,0.0,false,false
69,tolcapone,acute hepatic failure,acute liver injury,1.0,True,true
70,daptomycin,liver function test abnormal,acute liver injury,0.0,false,false
71,rivaroxaban,gastrointestinal haemorrhage,gi bleed,0.0,false,false
72,cyclosporine,liver injury,acute liver injury,1.0,false,false
73,aminophylline,haematemesis,gi bleed,0.0,false,false
74,dexmethylphenidate,myocardial infarction,acute myocardial infarction,0.0,false,false
75,inotuzumab ozogamicin,hepatocellular injury,acute liver injury,0.0,false,false
76,inotuzumab ozogamicin,hepatotoxicity,acute liver injury,0.0,false,false
77,deferasirox,liver injury,acute liver injury,0.0,false,false
78,methohexital,liver function test abnormal,acute liver injury,0.0,false,false
79,liraglutide,renal impairment,acute kidney injury,0.0,false,false
80,mefenamate,hepatic failure,acute liver injury,0.0,false,false
81,allopurinol,hepatotoxicity,acute liver injury,1.0,false,false
82,cysteamine,renal failure,acute kidney injury,0.0,false,false
83,lomitapide,hepatotoxicity,acute liver injury,0.0,false,false
84,bendamustine,hepatotoxicity,acute liver injury,0.0,false,false
85,lenalidomide,liver function test abnormal,acute liver injury,0.0,false,false
86,secnidazole,hepatic failure,acute liver injury,0.0,False,false
87,bosutinib,hepatotoxicity,acute liver injury,0.0,false,false
88,bosutinib,hepatic enzyme increased,acute liver injury,0.0,false,false
89,bosutinib,liver injury,acute liver injury,0.0,false,false
90,tivozanib,haematemesis,gi bleed,0.0,false,false
91,selpercatinib,haematemesis,gi bleed,0.0,False,false
92,goserelin,haematemesis,gi bleed,0.0,False,false
93,sulfasalazine,liver function test abnormal,acute liver injury,0.0,false,false
94,nintedanib,liver function test abnormal,acute liver injury,0.0,false,false
95,ponatinib,hepatotoxicity,acute liver injury,0.0,false,false
96,tolvaptan,liver injury,acute liver injury,0.0,false,false
97,ixazomib,hepatotoxicity,acute liver injury,0.0,false,false
98,radium,renal failure,acute kidney injury,0.0,false,false
99,certolizumab pegol,myocardial infarction,acute myocardial infarction,0.0,false,false
100,elotuzumab,acute kidney injury,acute kidney injury,0.0,false,false
101,belatacept,renal impairment,acute kidney injury,0.0,false,false
102,ixabepilone,acute hepatic failure,acute liver injury,0.0,false,false
103,trastuzumab,acute hepatic failure,acute liver injury,0.0,false,false
104,saxagliptin,acute kidney injury,acute kidney injury,0.0,false,false
105,dasatinib,hepatotoxicity,acute liver injury,0.0,false,false
106,posaconazole,renal failure,acute kidney injury,0.0,false,false
107,thalidomide,renal failure,acute kidney injury,0.0,false,false
108,thalidomide,acute kidney injury,acute kidney injury,0.0,false,false
109,relugolix,myocardial infarction,acute myocardial infarction,0.0,False,false
110,adalimumab,hepatic failure,acute liver injury,0.0,false,false
111,adalimumab,hepatic necrosis,acute liver injury,0.0,false,false
112,niraparib,acute kidney injury,acute kidney injury,0.0,false,false
113,atezolizumab,acute kidney injury,acute kidney injury,0.0,false,false
114,melphalan,hepatotoxicity,acute liver injury,0.0,false,false
115,durvalumab,hepatotoxicity,acute liver injury,0.0,false,false
116,ipilimumab,hepatic failure,acute liver injury,0.0,false,false
117,isopropyl alcohol,gastrointestinal haemorrhage,gi bleed,0.0,False,false
118,eltrombopag,acute kidney injury,acute kidney injury,0.0,false,false
119,levomilnacipran,liver function test abnormal,acute liver injury,0.0,false,false
120,cabozantinib,hepatotoxicity,acute liver injury,0.0,false,false
121,cabozantinib,renal failure,acute kidney injury,0.0,false,false
122,aldesleukin,hepatic failure,acute liver injury,0.0,False,false
123,axitinib,acute kidney injury,acute kidney injury,0.0,false,false
124,encorafenib,gastrointestinal haemorrhage,gi bleed,0.0,false,false
125,ketorolac,renal impairment,acute kidney injury,1.0,false,false
126,cidofovir,renal impairment,acute kidney injury,0.0,false,false
127,metformin,renal impairment,acute kidney injury,0.0,false,false
128,sparsentan,hepatic failure,acute liver injury,0.0,false,false
129,enalaprilat,myocardial infarction,acute myocardial infarction,1.0,false,false
130,nitrofurantoin,hepatic necrosis,acute liver injury,1.0,false,false
131,ibuprofen,gastrointestinal haemorrhage,gi bleed,1.0,false,false
132,gabapentin,haematemesis,gi bleed,0.0,false,false
133,gabapentin,acute kidney injury,acute kidney injury,0.0,false,false
134,testosterone,renal impairment,acute kidney injury,0.0,False,false
135,celecoxib,acute kidney injury,acute kidney injury,0.0,false,false
136,propoxyphene,hepatocellular injury,acute liver injury,0.0,false,false
137,sumatriptan,liver function test abnormal,acute liver injury,0.0,false,false
138,azithromycin,hepatic enzyme abnormal,acute liver injury,0.0,false,false
139,alfuzosin,renal impairment,acute kidney injury,0.0,false,false
140,topiramate,hepatic failure,acute liver injury,0.0,false,false
141,memantine,myocardial infarction,acute myocardial infarction,0.0,false,false
142,misoprostol,gastrointestinal haemorrhage,gi bleed,0.0,false,false
143,fluoxetine,renal failure,acute kidney injury,0.0,false,false
144,frovatriptan,myocardial infarction,acute myocardial infarction,1.0,false,false
145,modafinil,hepatic enzyme increased,acute liver injury,0.0,false,false
146,captopril,renal failure,acute kidney injury,1.0,false,false
147,didanosine,acute kidney injury,acute kidney injury,0.0,false,false
148,aripiprazole,hepatic enzyme increased,acute liver injury,0.0,false,false
149,guanfacine,acute kidney injury,acute kidney injury,0.0,false,false
150,lansoprazole,gastrointestinal haemorrhage,gi bleed,0.0,False,false
151,lansoprazole,haematemesis,gi bleed,0.0,False,false
152,lansoprazole,renal impairment,acute kidney injury,0.0,false,false
153,etodolac,renal impairment,acute kidney injury,1.0,false,false
154,ibuprofen,hepatic enzyme increased,acute liver injury,1.0,false,false
155,ropinirole,haematemesis,gi bleed,0.0,False,false
156,labetalol,hepatic necrosis,acute liver injury,0.0,false,false
157,risedronate,liver function test abnormal,acute liver injury,0.0,False,false
158,sildenafil,liver function test abnormal,acute liver injury,0.0,false,false
159,eletriptan,myocardial infarction,acute myocardial infarction,1.0,false,false
160,nadolol,hepatic enzyme increased,acute liver injury,0.0,false,false
161,eplerenone,hepatic failure,acute liver injury,0.0,false,false
162,bupropion,hepatotoxicity,acute liver injury,0.0,false,false
163,trifluoperazine,liver injury,acute liver injury,0.0,false,false
164,diflunisal,gastrointestinal haemorrhage,gi bleed,1.0,false,false
165,atenolol,acute kidney injury,acute kidney injury,0.0,false,false
166,prednisone,renal failure,acute kidney injury,0.0,false,false
167,auranofin,hepatic enzyme increased,acute liver injury,0.0,false,false
168,irbesartan,renal failure,acute kidney injury,0.0,false,false
169,famciclovir,liver function test abnormal,acute liver injury,0.0,false,false
170,dronedarone,liver injury,acute liver injury,0.0,false,false
171,erlotinib,gastrointestinal haemorrhage,gi bleed,0.0,false,false
172,nafcillin,renal failure,acute kidney injury,0.0,false,false
173,dexlansoprazole,liver function test abnormal,acute liver injury,0.0,false,false
174,estropipate,myocardial infarction,acute myocardial infarction,1.0,false,false
175,sitagliptin,renal impairment,acute kidney injury,0.0,false,false
176,telavancin,acute kidney injury,acute kidney injury,0.0,false,false
177,ganciclovir,renal failure,acute kidney injury,0.0,false,false
178,itraconazole,hepatic enzyme increased,acute liver injury,1.0,false,false
179,acamprosate,haematemesis,gi bleed,0.0,False,false
180,meropenem,renal failure,acute kidney injury,0.0,false,false
181,ibandronate,acute kidney injury,acute kidney injury,0.0,false,false
182,cisplatin,acute kidney injury,acute kidney injury,0.0,true,true
183,ifosfamide,hepatotoxicity,acute liver injury,0.0,false,false
184,temsirolimus,gastrointestinal haemorrhage,gi bleed,0.0,False,false
185,azacitidine,hepatotoxicity,acute liver injury,0.0,false,false
186,voriconazole,gastrointestinal haemorrhage,gi bleed,0.0,False,false
187,voriconazole,hepatic enzyme increased,acute liver injury,1.0,false,false
188,nafcillin,acute kidney injury,acute kidney injury,0.0,false,false
189,docetaxel,gastrointestinal haemorrhage,gi bleed,0.0,false,false
190,sufentanil,renal failure,acute kidney injury,0.0,false,false
191,famotidine,hepatic enzyme increased,acute liver injury,0.0,false,false
192,sodium tetradecyl sulfate,myocardial infarction,acute myocardial infarction,0.0,False,false
193,eptifibatide,haematemesis,gi bleed,0.0,false,false
194,vinblastine,myocardial infarction,acute myocardial infarction,0.0,false,false
195,cefoxitin,renal impairment,acute kidney injury,0.0,false,false
196,zileuton,hepatotoxicity,acute liver injury,0.0,false,false
197,cyclophosphamide,myocardial infarction,acute myocardial infarction,0.0,false,false
198,cyclophosphamide,renal impairment,acute kidney injury,0.0,false,false
199,micafungin,myocardial infarction,acute myocardial infarction,0.0,false,false
200,cefuroxime,myocardial infarction,acute myocardial infarction,0.0,false,false
201,methyltestosterone,myocardial infarction,acute myocardial infarction,0.0,False,false
202,alirocumab,hepatic enzyme increased,acute liver injury,0.0,false,false
203,liraglutide,acute kidney injury,acute kidney injury,0.0,false,false
204,sunitinib,renal failure,acute kidney injury,0.0,false,false
205,hydroxocobalamin,renal impairment,acute kidney injury,0.0,false,false
206,pentostatin,renal failure,acute kidney injury,0.0,false,false
207,adenosine,myocardial infarction,acute myocardial infarction,0.0,false,false
208,tinidazole,hepatotoxicity,acute liver injury,0.0,false,false
209,naratriptan,myocardial infarction,acute myocardial infarction,1.0,false,false
210,sirolimus,liver function test abnormal,acute liver injury,0.0,false,false
211,tretinoin,myocardial infarction,acute myocardial infarction,0.0,false,false
212,delafloxacin,renal impairment,acute kidney injury,0.0,false,false
213,everolimus,haematemesis,gi bleed,0.0,False,false
214,bendamustine,myocardial infarction,acute myocardial infarction,0.0,false,false
215,17-alpha-hydroxyprogesterone,myocardial infarction,acute myocardial infarction,0.0,False,false
216,amphetamine,myocardial infarction,acute myocardial infarction,0.0,false,false
217,roflumilast,acute kidney injury,acute kidney injury,0.0,false,false
218,bosutinib,hepatocellular injury,acute liver injury,0.0,false,false
219,bosutinib,liver function test abnormal,acute liver injury,0.0,false,false
220,bosutinib,acute kidney injury,acute kidney injury,0.0,false,false
221,tivozanib,gastrointestinal haemorrhage,gi bleed,0.0,False,false
222,tivozanib,myocardial infarction,acute myocardial infarction,0.0,false,false
223,omacetaxine mepesuccinate,gastrointestinal haemorrhage,gi bleed,0.0,False,false
224,pexidartinib,hepatotoxicity,acute liver injury,0.0,false,false
225,ropeginterferon alfa-2b,hepatotoxicity,acute liver injury,0.0,false,false
226,carfilzomib,renal impairment,acute kidney injury,0.0,false,false
227,everolimus,myocardial infarction,acute myocardial infarction,0.0,false,false
228,regorafenib,hepatotoxicity,acute liver injury,0.0,false,false
229,balsalazide,renal impairment,acute kidney injury,0.0,false,false
230,daratumumab,renal failure,acute kidney injury,0.0,false,false
231,ixabepilone,renal failure,acute kidney injury,0.0,false,false
232,tucatinib,hepatotoxicity,acute liver injury,0.0,false,false
233,dotatate,hepatotoxicity,acute liver injury,0.0,false,false
234,lorlatinib,hepatotoxicity,acute liver injury,0.0,false,false
235,pomalidomide,hepatotoxicity,acute liver injury,0.0,false,false
236,pomalidomide,renal failure,acute kidney injury,0.0,false,false
237,pomalidomide,hepatic enzyme increased,acute liver injury,0.0,false,false
238,adalimumab,myocardial infarction,acute myocardial infarction,0.0,false,false
239,epcoritamab,hepatotoxicity,acute liver injury,0.0,false,false
240,macitentan,hepatic failure,acute liver injury,0.0,false,false
241,ipilimumab,hepatocellular injury,acute liver injury,0.0,false,false
242,nilotinib,myocardial infarction,acute myocardial infarction,0.0,false,false
243,isopropyl alcohol,acute hepatic failure,acute liver injury,0.0,false,false
244,cabazitaxel,renal failure,acute kidney injury,0.0,false,false
245,eltrombopag,hepatotoxicity,acute liver injury,0.0,false,false
246,ceritinib,renal failure,acute kidney injury,0.0,false,false
247,trastuzumab,liver function test abnormal,acute liver injury,0.0,false,false
248,cabozantinib,acute kidney injury,acute kidney injury,0.0,false,false
249,crizotinib,hepatic failure,acute liver injury,0.0,false,false
250,avelumab,hepatotoxicity,acute liver injury,0.0,false,false
251,avelumab,renal failure,acute kidney injury,0.0,false,false
252,avelumab,hepatic enzyme increased,acute liver injury,0.0,false,false
253,binimetinib,myocardial infarction,acute myocardial infarction,0.0,false,false
254,gallium,renal failure,acute kidney injury,0.0,false,false
255,tolcapone,hepatic failure,acute liver injury,1.0,false,false
256,meclofenamate,myocardial infarction,acute myocardial infarction,0.0,false,false
257,abrocitinib,myocardial infarction,acute myocardial infarction,0.0,False,false
258,pazopanib,hepatotoxicity,acute liver injury,0.0,false,false
259,irbesartan,acute kidney injury,acute kidney injury,0.0,false,false
260,dantrolene,gastrointestinal haemorrhage,gi bleed,0.0,False,false
261,dantrolene,renal failure,acute kidney injury,0.0,false,false
262,busulfan,haematemesis,gi bleed,0.0,false,false
263,enalaprilat,renal failure,acute kidney injury,1.0,false,false
264,verapamil,hepatic enzyme increased,acute liver injury,0.0,false,false
265,clarithromycin,hepatic failure,acute liver injury,0.0,false,false
266,nisoldipine,myocardial infarction,acute myocardial infarction,0.0,false,false
267,quinapril,liver function test abnormal,acute liver injury,1.0,false,false
268,quinapril,acute kidney injury,acute kidney injury,0.0,false,false
269,clopidogrel,gastrointestinal haemorrhage,gi bleed,1.0,false,false
270,diltiazem,myocardial infarction,acute myocardial infarction,0.0,false,false
271,naproxen,renal failure,acute kidney injury,1.0,false,false
272,paroxetine,liver function test abnormal,acute liver injury,0.0,false,false
273,mesalamine,hepatocellular injury,acute liver injury,0.0,False,false
274,tadalafil,myocardial infarction,acute myocardial infarction,0.0,false,false
275,capecitabine,gastrointestinal haemorrhage,gi bleed,0.0,False,false
276,capecitabine,liver function test abnormal,acute liver injury,0.0,false,false
277,enalapril,renal failure,acute kidney injury,0.0,false,false
278,etravirine,haematemesis,gi bleed,0.0,False,false
279,etravirine,myocardial infarction,acute myocardial infarction,0.0,false,false
280,indinavir,acute kidney injury,acute kidney injury,0.0,false,false
281,sodium phosphate,acute kidney injury,acute kidney injury,0.0,false,false
282,salmon calcitonin,myocardial infarction,acute myocardial infarction,0.0,False,false
283,guanfacine,myocardial infarction,acute myocardial infarction,0.0,false,false
284,pramipexole,haematemesis,gi bleed,0.0,false,false
285,etodolac,haematemesis,gi bleed,1.0,false,false
286,rasagiline,acute kidney injury,acute kidney injury,0.0,false,false
287,lamotrigine,acute kidney injury,acute kidney injury,0.0,false,false
288,febuxostat,renal failure,acute kidney injury,0.0,false,false
289,febuxostat,renal impairment,acute kidney injury,0.0,false,false
290,zonisamide,haematemesis,gi bleed,0.0,False,false
291,fentanyl,gastrointestinal haemorrhage,gi bleed,0.0,False,false
292,fentanyl,renal failure,acute kidney injury,0.0,false,false
293,dabigatran etexilate,gastrointestinal haemorrhage,gi bleed,0.0,false,false
294,pregabalin,gastrointestinal haemorrhage,gi bleed,0.0,false,false
295,oxcarbazepine,liver function test abnormal,acute liver injury,0.0,false,false
296,propylthiouracil,acute kidney injury,acute kidney injury,0.0,false,false
297,erlotinib,hepatic failure,acute liver injury,0.0,false,false
298,exenatide,acute kidney injury,acute kidney injury,0.0,false,false
299,telithromycin,hepatic necrosis,acute liver injury,0.0,false,false
300,desvenlafaxine,gastrointestinal haemorrhage,gi bleed,0.0,false,false
301,desvenlafaxine,myocardial infarction,acute myocardial infarction,0.0,false,false
302,cefditoren,renal impairment,acute kidney injury,0.0,false,false
303,sitagliptin,acute kidney injury,acute kidney injury,0.0,false,false
304,gemcitabine,myocardial infarction,acute myocardial infarction,0.0,false,false
305,ganciclovir,hepatic failure,acute liver injury,0.0,false,false
306,aspirin,renal failure,acute kidney injury,0.0,false,false
307,entecavir,renal failure,acute kidney injury,0.0,false,false
308,meloxicam,hepatotoxicity,acute liver injury,0.0,false,false
309,ticlopidine,gastrointestinal haemorrhage,gi bleed,0.0,false,false
310,acamprosate,myocardial infarction,acute myocardial infarction,0.0,false,false
311,capecitabine,acute kidney injury,acute kidney injury,0.0,false,false
312,flucytosine,gastrointestinal haemorrhage,gi bleed,0.0,False,false
313,albendazole,renal failure,acute kidney injury,0.0,False,false
314,ketoconazole,hepatic necrosis,acute liver injury,0.0,false,false
315,cisplatin,renal failure,acute kidney injury,0.0,true,true
316,deferoxamine,acute kidney injury,acute kidney injury,0.0,false,false
317,6-aminocaproic acid,renal failure,acute kidney injury,0.0,false,false
318,fludarabine,myocardial infarction,acute myocardial infarction,0.0,false,false
319,voriconazole,haematemesis,gi bleed,0.0,False,false
320,abiraterone,hepatotoxicity,acute liver injury,0.0,false,false
321,niacin,liver function test abnormal,acute liver injury,1.0,False,false
322,sufentanil,hepatic enzyme increased,acute liver injury,0.0,false,false
323,methotrexate,haematemesis,gi bleed,0.0,False,false
324,minocycline,hepatic enzyme increased,acute liver injury,0.0,false,false
325,rivaroxaban,hepatocellular injury,acute liver injury,0.0,false,false
326,thiotepa,renal failure,acute kidney injury,0.0,false,false
327,dexmedetomidine,acute kidney injury,acute kidney injury,0.0,false,false
328,deferasirox,gastrointestinal haemorrhage,gi bleed,0.0,false,false
329,deferasirox,renal failure,acute kidney injury,0.0,false,false
330,granisetron,hepatic enzyme increased,acute liver injury,0.0,false,false
331,micafungin,hepatic failure,acute liver injury,0.0,false,false
332,mannitol,renal failure,acute kidney injury,0.0,false,false
333,apixaban,liver function test abnormal,acute liver injury,0.0,false,false
334,fulvestrant,hepatic enzyme increased,acute liver injury,0.0,false,false
335,foscarnet,acute kidney injury,acute kidney injury,0.0,false,false
336,fentanyl,haematemesis,gi bleed,0.0,false,false
337,gemtuzumab ozogamicin,hepatotoxicity,acute liver injury,0.0,false,false
338,sunitinib,renal impairment,acute kidney injury,0.0,false,false
339,infliximab,liver injury,acute liver injury,1.0,false,false
340,pertuzumab,acute kidney injury,acute kidney injury,0.0,false,false
341,voriconazole,renal impairment,acute kidney injury,0.0,false,false
342,sirolimus,hepatotoxicity,acute liver injury,0.0,false,false
343,fosfomycin,hepatic necrosis,acute liver injury,0.0,false,false
344,tretinoin,acute kidney injury,acute kidney injury,0.0,false,false
345,idelalisib,hepatotoxicity,acute liver injury,0.0,false,false
346,everolimus,renal impairment,acute kidney injury,0.0,false,false
347,neratinib,renal impairment,acute kidney injury,0.0,false,false
348,lenalidomide,hepatic failure,acute liver injury,0.0,false,false
349,afatinib,acute kidney injury,acute kidney injury,0.0,false,false
350,cladribine,liver injury,acute liver injury,0.0,false,false
351,clevidipine,acute kidney injury,acute kidney injury,0.0,false,false
352,alogliptin,acute hepatic failure,acute liver injury,0.0,false,false
353,carfilzomib,hepatic failure,acute liver injury,0.0,false,false
354,desflurane,hepatic failure,acute liver injury,0.0,false,false
355,etoposide,renal failure,acute kidney injury,0.0,false,false
356,voclosporin,renal failure,acute kidney injury,0.0,false,false
357,empagliflozin,renal impairment,acute kidney injury,0.0,false,false
358,olanzapine,hepatic enzyme increased,acute liver injury,0.0,false,false
359,belatacept,acute kidney injury,acute kidney injury,0.0,False,false
360,benznidazole,hepatotoxicity,acute liver injury,0.0,false,false
361,saxagliptin,renal failure,acute kidney injury,0.0,false,false
362,saxagliptin,renal impairment,acute kidney injury,0.0,false,false
363,posaconazole,acute kidney injury,acute kidney injury,0.0,false,false
364,olutasidenib,liver function test abnormal,acute liver injury,0.0,false,false
365,"lymphocyte immune globulin, anti-thymocyte globulin",myocardial infarction,acute myocardial infarction,0.0,false,false
366,vipivotide tetraxetan,renal failure,acute kidney injury,0.0,false,false
367,gilteritinib,hepatic enzyme increased,acute liver injury,0.0,false,false
368,abemaciclib,renal impairment,acute kidney injury,0.0,false,false
369,anidulafungin,hepatic enzyme increased,acute liver injury,0.0,false,false
370,sirolimus,acute kidney injury,acute kidney injury,0.0,false,false
371,midostaurin,renal failure,acute kidney injury,0.0,false,false
372,asenapine,hepatic enzyme increased,acute liver injury,0.0,false,false
373,cobimetinib,gastrointestinal haemorrhage,gi bleed,0.0,False,false
374,macitentan,hepatotoxicity,acute liver injury,0.0,false,false
375,3-iodobenzylguanidine,renal failure,acute kidney injury,0.0,false,false
376,durvalumab,acute kidney injury,acute kidney injury,0.0,false,false
377,ipilimumab,liver function test abnormal,acute liver injury,0.0,false,false
378,ipilimumab,renal failure,acute kidney injury,0.0,false,false
379,agalsidase beta,renal failure,acute kidney injury,0.0,false,false
380,cisplatin,hepatotoxicity,acute liver injury,0.0,false,false
381,ponesimod,liver injury,acute liver injury,0.0,false,false
382,tiotropium,liver function test abnormal,acute liver injury,0.0,false,false
383,methylene blue,hepatic enzyme increased,acute liver injury,0.0,false,false
384,ivacaftor,hepatic enzyme increased,acute liver injury,0.0,false,false
385,dextroamphetamine,myocardial infarction,acute myocardial infarction,0.0,false,false
386,flutamide,hepatic failure,acute liver injury,1.0,False,false
387,meloxicam,gastrointestinal haemorrhage,gi bleed,1.0,false,false
388,meloxicam,myocardial infarction,acute myocardial infarction,0.0,false,false
389,atenolol,myocardial infarction,acute myocardial infarction,0.0,false,false
390,nisoldipine,liver function test abnormal,acute liver injury,0.0,false,false
391,felodipine,myocardial infarction,acute myocardial infarction,0.0,false,false
392,ibuprofen,liver function test abnormal,acute liver injury,1.0,false,false
393,estradiol,myocardial infarction,acute myocardial infarction,1.0,false,false
394,ranitidine,hepatic failure,acute liver injury,0.0,false,false
395,cyclobenzaprine,myocardial infarction,acute myocardial infarction,0.0,false,false
396,rosiglitazone,hepatic failure,acute liver injury,0.0,false,false
397,citalopram,gastrointestinal haemorrhage,gi bleed,1.0,False,false
398,naproxen,hepatic failure,acute liver injury,1.0,false,false
399,paroxetine,acute kidney injury,acute kidney injury,0.0,false,false
400,spironolactone,renal failure,acute kidney injury,0.0,false,false
401,nabumetone,gastrointestinal haemorrhage,gi bleed,1.0,false,false
402,nabumetone,renal failure,acute kidney injury,0.0,false,false
403,ranolazine,renal failure,acute kidney injury,0.0,false,false
404,quinine,liver function test abnormal,acute liver injury,0.0,false,false
405,warfarin,hepatic enzyme increased,acute liver injury,0.0,false,false
406,capecitabine,hepatotoxicity,acute liver injury,0.0,false,false
407,capecitabine,renal failure,acute kidney injury,0.0,false,false
408,ribavirin,hepatic failure,acute liver injury,0.0,false,false
409,enalapril,hepatic failure,acute liver injury,0.0,false,false
410,captopril,myocardial infarction,acute myocardial infarction,0.0,false,false
411,zafirlukast,hepatotoxicity,acute liver injury,1.0,false,false
412,etravirine,acute kidney injury,acute kidney injury,0.0,false,false
413,cefdinir,myocardial infarction,acute myocardial infarction,0.0,false,false
414,aripiprazole,myocardial infarction,acute myocardial infarction,0.0,false,false
415,leflunomide,hepatic failure,acute liver injury,0.0,false,false
416,cefotaxime,renal failure,acute kidney injury,0.0,false,false
417,flecainide,myocardial infarction,acute myocardial infarction,0.0,false,false
418,febuxostat,myocardial infarction,acute myocardial infarction,0.0,false,false
419,leuprolide,myocardial infarction,acute myocardial infarction,0.0,false,false
420,aprepitant,myocardial infarction,acute myocardial infarction,0.0,false,false
421,levofloxacin,hepatotoxicity,acute liver injury,1.0,false,false
422,valsartan,renal impairment,acute kidney injury,0.0,false,false
423,levofloxacin,hepatic enzyme increased,acute liver injury,1.0,false,false
424,anagrelide,myocardial infarction,acute myocardial infarction,0.0,false,false
425,telavancin,renal failure,acute kidney injury,0.0,false,false
426,mesalamine,acute kidney injury,acute kidney injury,0.0,false,false
427,entecavir,hepatic failure,acute liver injury,0.0,false,false
428,ticlopidine,renal failure,acute kidney injury,0.0,false,false
429,acamprosate,liver function test abnormal,acute liver injury,0.0,false,false
430,meropenem,myocardial infarction,acute myocardial infarction,0.0,false,false
431,propofol,myocardial infarction,acute myocardial infarction,0.0,false,false
