,ingredient_name,pt_meddra_term,condition_name,affect,gpt_output,response
62,mitomycin,renal failure,acute kidney injury,0.0,true,true
63,albendazole,liver function test abnormal,acute liver injury,0.0,True,true
64,ifosfamide,gastrointestinal haemorrhage,gi bleed,0.0,true,true
65,vancomycin,acute kidney injury,acute kidney injury,0.0,true,true
66,dolutegravir,acute hepatic failure,acute liver injury,0.0,false,false
67,imatinib,hepatotoxicity,acute liver injury,1.0,false,false
68,docetaxel,renal failure,acute kidney injury,0.0,true,true
69,tolcapone,acute hepatic failure,acute liver injury,1.0,true,true
70,daptomycin,liver function test abnormal,acute liver injury,0.0,False,false
71,rivaroxaban,gastrointestinal haemorrhage,gi bleed,0.0,True,true
72,cyclosporine,liver injury,acute liver injury,1.0,true,true
73,aminophylline,haematemesis,gi bleed,0.0,true,true
74,dexmethylphenidate,myocardial infarction,acute myocardial infarction,0.0,False,false
75,inotuzumab ozogamicin,hepatocellular injury,acute liver injury,0.0,true,true
76,inotuzumab ozogamicin,hepatotoxicity,acute liver injury,0.0,true,true
77,deferasirox,liver injury,acute liver injury,0.0,true,true
78,methohexital,liver function test abnormal,acute liver injury,0.0,true,true
79,liraglutide,renal impairment,acute kidney injury,0.0,true,true
80,mefenamate,hepatic failure,acute liver injury,0.0,True,true
81,allopurinol,hepatotoxicity,acute liver injury,1.0,true,true
82,cysteamine,renal failure,acute kidney injury,0.0,true,true
83,lomitapide,hepatotoxicity,acute liver injury,0.0,true,true
84,bendamustine,hepatotoxicity,acute liver injury,0.0,true,true
85,lenalidomide,liver function test abnormal,acute liver injury,0.0,true,true
86,secnidazole,hepatic failure,acute liver injury,0.0,True,true
87,bosutinib,hepatotoxicity,acute liver injury,0.0,true,true
88,bosutinib,hepatic enzyme increased,acute liver injury,0.0,true,true
89,bosutinib,liver injury,acute liver injury,0.0,true,true
90,tivozanib,haematemesis,gi bleed,0.0,True,true
91,selpercatinib,haematemesis,gi bleed,0.0,true,true
92,goserelin,haematemesis,gi bleed,0.0,True,true
93,sulfasalazine,liver function test abnormal,acute liver injury,0.0,true,true
94,nintedanib,liver function test abnormal,acute liver injury,0.0,true,true
95,ponatinib,hepatotoxicity,acute liver injury,0.0,True,true
96,tolvaptan,liver injury,acute liver injury,0.0,true,true
97,ixazomib,hepatotoxicity,acute liver injury,0.0,true,true
98,radium,renal failure,acute kidney injury,0.0,true,true
99,certolizumab pegol,myocardial infarction,acute myocardial infarction,0.0,false,false
100,elotuzumab,acute kidney injury,acute kidney injury,0.0,true,true
101,belatacept,renal impairment,acute kidney injury,0.0,true,true
102,ixabepilone,acute hepatic failure,acute liver injury,0.0,True,true
103,trastuzumab,acute hepatic failure,acute liver injury,0.0,False,false
104,saxagliptin,acute kidney injury,acute kidney injury,0.0,true,true
105,dasatinib,hepatotoxicity,acute liver injury,0.0,true,true
106,posaconazole,renal failure,acute kidney injury,0.0,true,true
107,thalidomide,renal failure,acute kidney injury,0.0,true,true
108,thalidomide,acute kidney injury,acute kidney injury,0.0,true,true
109,relugolix,myocardial infarction,acute myocardial infarction,0.0,False,false
110,adalimumab,hepatic failure,acute liver injury,0.0,false,false
111,adalimumab,hepatic necrosis,acute liver injury,0.0,false,false
112,niraparib,acute kidney injury,acute kidney injury,0.0,true,true
113,atezolizumab,acute kidney injury,acute kidney injury,0.0,true,true
114,melphalan,hepatotoxicity,acute liver injury,0.0,true,true
115,durvalumab,hepatotoxicity,acute liver injury,0.0,false,false
116,ipilimumab,hepatic failure,acute liver injury,0.0,true,true
117,isopropyl alcohol,gastrointestinal haemorrhage,gi bleed,0.0,False,false
118,eltrombopag,acute kidney injury,acute kidney injury,0.0,true,true
119,levomilnacipran,liver function test abnormal,acute liver injury,0.0,true,true
120,cabozantinib,hepatotoxicity,acute liver injury,0.0,true,true
121,cabozantinib,renal failure,acute kidney injury,0.0,true,true
122,aldesleukin,hepatic failure,acute liver injury,0.0,true,true
123,axitinib,acute kidney injury,acute kidney injury,0.0,true,true
124,encorafenib,gastrointestinal haemorrhage,gi bleed,0.0,True,true
125,ketorolac,renal impairment,acute kidney injury,1.0,true,true
126,cidofovir,renal impairment,acute kidney injury,0.0,true,true
127,metformin,renal impairment,acute kidney injury,0.0,False,false
128,sparsentan,hepatic failure,acute liver injury,0.0,true,true
129,enalaprilat,myocardial infarction,acute myocardial infarction,1.0,False,false
130,nitrofurantoin,hepatic necrosis,acute liver injury,1.0,true,true
131,ibuprofen,gastrointestinal haemorrhage,gi bleed,1.0,True,true
132,gabapentin,haematemesis,gi bleed,0.0,False,false
133,gabapentin,acute kidney injury,acute kidney injury,0.0,True,true
134,testosterone,renal impairment,acute kidney injury,0.0,False,false
135,celecoxib,acute kidney injury,acute kidney injury,0.0,false,false
136,propoxyphene,hepatocellular injury,acute liver injury,0.0,True,true
137,sumatriptan,liver function test abnormal,acute liver injury,0.0,false,false
138,azithromycin,hepatic enzyme abnormal,acute liver injury,0.0,false,false
139,alfuzosin,renal impairment,acute kidney injury,0.0,false,false
140,topiramate,hepatic failure,acute liver injury,0.0,true,true
141,memantine,myocardial infarction,acute myocardial infarction,0.0,False,false
142,misoprostol,gastrointestinal haemorrhage,gi bleed,0.0,true,true
143,fluoxetine,renal failure,acute kidney injury,0.0,false,false
144,frovatriptan,myocardial infarction,acute myocardial infarction,1.0,False,false
145,modafinil,hepatic enzyme increased,acute liver injury,0.0,true,true
146,captopril,renal failure,acute kidney injury,1.0,true,true
147,didanosine,acute kidney injury,acute kidney injury,0.0,true,true
148,aripiprazole,hepatic enzyme increased,acute liver injury,0.0,False,false
149,guanfacine,acute kidney injury,acute kidney injury,0.0,false,false
150,lansoprazole,gastrointestinal haemorrhage,gi bleed,0.0,True,true
151,lansoprazole,haematemesis,gi bleed,0.0,True,true
152,lansoprazole,renal impairment,acute kidney injury,0.0,false,false
153,etodolac,renal impairment,acute kidney injury,1.0,true,true
154,ibuprofen,hepatic enzyme increased,acute liver injury,1.0,false,false
155,ropinirole,haematemesis,gi bleed,0.0,False,false
156,labetalol,hepatic necrosis,acute liver injury,0.0,False,false
157,risedronate,liver function test abnormal,acute liver injury,0.0,False,false
158,sildenafil,liver function test abnormal,acute liver injury,0.0,false,false
159,eletriptan,myocardial infarction,acute myocardial infarction,1.0,False,false
160,nadolol,hepatic enzyme increased,acute liver injury,0.0,false,false
161,eplerenone,hepatic failure,acute liver injury,0.0,False,false
162,bupropion,hepatotoxicity,acute liver injury,0.0,True,true
163,trifluoperazine,liver injury,acute liver injury,0.0,false,false
164,diflunisal,gastrointestinal haemorrhage,gi bleed,1.0,true,true
165,atenolol,acute kidney injury,acute kidney injury,0.0,False,false
166,prednisone,renal failure,acute kidney injury,0.0,false,false
167,auranofin,hepatic enzyme increased,acute liver injury,0.0,true,true
168,irbesartan,renal failure,acute kidney injury,0.0,true,true
169,famciclovir,liver function test abnormal,acute liver injury,0.0,false,false
170,dronedarone,liver injury,acute liver injury,0.0,true,true
171,erlotinib,gastrointestinal haemorrhage,gi bleed,0.0,true,true
172,nafcillin,renal failure,acute kidney injury,0.0,true,true
173,dexlansoprazole,liver function test abnormal,acute liver injury,0.0,true,true
174,estropipate,myocardial infarction,acute myocardial infarction,1.0,False,false
175,sitagliptin,renal impairment,acute kidney injury,0.0,false,false
176,telavancin,acute kidney injury,acute kidney injury,0.0,true,true
177,ganciclovir,renal failure,acute kidney injury,0.0,true,true
178,itraconazole,hepatic enzyme increased,acute liver injury,1.0,true,true
179,acamprosate,haematemesis,gi bleed,0.0,True,true
180,meropenem,renal failure,acute kidney injury,0.0,true,true
181,ibandronate,acute kidney injury,acute kidney injury,0.0,false,false
182,cisplatin,acute kidney injury,acute kidney injury,0.0,true,true
183,ifosfamide,hepatotoxicity,acute liver injury,0.0,True,true
184,temsirolimus,gastrointestinal haemorrhage,gi bleed,0.0,True,true
185,azacitidine,hepatotoxicity,acute liver injury,0.0,true,true
186,voriconazole,gastrointestinal haemorrhage,gi bleed,0.0,true,true
187,voriconazole,hepatic enzyme increased,acute liver injury,1.0,true,true
188,nafcillin,acute kidney injury,acute kidney injury,0.0,true,true
189,docetaxel,gastrointestinal haemorrhage,gi bleed,0.0,true,true
190,sufentanil,renal failure,acute kidney injury,0.0,true,true
191,famotidine,hepatic enzyme increased,acute liver injury,0.0,False,false
192,sodium tetradecyl sulfate,myocardial infarction,acute myocardial infarction,0.0,False,false
193,eptifibatide,haematemesis,gi bleed,0.0,true,true
194,vinblastine,myocardial infarction,acute myocardial infarction,0.0,False,false
195,cefoxitin,renal impairment,acute kidney injury,0.0,true,true
196,zileuton,hepatotoxicity,acute liver injury,0.0,True,true
197,cyclophosphamide,myocardial infarction,acute myocardial infarction,0.0,false,false
198,cyclophosphamide,renal impairment,acute kidney injury,0.0,true,true
199,micafungin,myocardial infarction,acute myocardial infarction,0.0,False,false
200,cefuroxime,myocardial infarction,acute myocardial infarction,0.0,False,false
201,methyltestosterone,myocardial infarction,acute myocardial infarction,0.0,True,true
202,alirocumab,hepatic enzyme increased,acute liver injury,0.0,false,false
203,liraglutide,acute kidney injury,acute kidney injury,0.0,True,true
204,sunitinib,renal failure,acute kidney injury,0.0,true,true
205,hydroxocobalamin,renal impairment,acute kidney injury,0.0,false,false
206,pentostatin,renal failure,acute kidney injury,0.0,true,true
207,adenosine,myocardial infarction,acute myocardial infarction,0.0,False,false
208,tinidazole,hepatotoxicity,acute liver injury,0.0,true,true
209,naratriptan,myocardial infarction,acute myocardial infarction,1.0,False,false
210,sirolimus,liver function test abnormal,acute liver injury,0.0,true,true
211,tretinoin,myocardial infarction,acute myocardial infarction,0.0,False,false
212,delafloxacin,renal impairment,acute kidney injury,0.0,true,true
213,everolimus,haematemesis,gi bleed,0.0,true,true
214,bendamustine,myocardial infarction,acute myocardial infarction,0.0,False,false
215,17-alpha-hydroxyprogesterone,myocardial infarction,acute myocardial infarction,0.0,False,false
216,amphetamine,myocardial infarction,acute myocardial infarction,0.0,False,false
217,roflumilast,acute kidney injury,acute kidney injury,0.0,true,true
218,bosutinib,hepatocellular injury,acute liver injury,0.0,true,true
219,bosutinib,liver function test abnormal,acute liver injury,0.0,true,true
220,bosutinib,acute kidney injury,acute kidney injury,0.0,true,true
221,tivozanib,gastrointestinal haemorrhage,gi bleed,0.0,True,true
222,tivozanib,myocardial infarction,acute myocardial infarction,0.0,False,false
223,omacetaxine mepesuccinate,gastrointestinal haemorrhage,gi bleed,0.0,True,true
224,pexidartinib,hepatotoxicity,acute liver injury,0.0,true,true
225,ropeginterferon alfa-2b,hepatotoxicity,acute liver injury,0.0,true,true
226,carfilzomib,renal impairment,acute kidney injury,0.0,true,true
227,everolimus,myocardial infarction,acute myocardial infarction,0.0,False,false
228,regorafenib,hepatotoxicity,acute liver injury,0.0,true,true
229,balsalazide,renal impairment,acute kidney injury,0.0,true,true
230,daratumumab,renal failure,acute kidney injury,0.0,true,true
231,ixabepilone,renal failure,acute kidney injury,0.0,true,true
232,tucatinib,hepatotoxicity,acute liver injury,0.0,true,true
233,dotatate,hepatotoxicity,acute liver injury,0.0,True,true
234,lorlatinib,hepatotoxicity,acute liver injury,0.0,true,true
235,pomalidomide,hepatotoxicity,acute liver injury,0.0,true,true
236,pomalidomide,renal failure,acute kidney injury,0.0,true,true
237,pomalidomide,hepatic enzyme increased,acute liver injury,0.0,true,true
238,adalimumab,myocardial infarction,acute myocardial infarction,0.0,False,false
239,epcoritamab,hepatotoxicity,acute liver injury,0.0,true,true
240,macitentan,hepatic failure,acute liver injury,0.0,True,true
241,ipilimumab,hepatocellular injury,acute liver injury,0.0,true,true
242,nilotinib,myocardial infarction,acute myocardial infarction,0.0,True,true
243,isopropyl alcohol,acute hepatic failure,acute liver injury,0.0,False,false
244,cabazitaxel,renal failure,acute kidney injury,0.0,true,true
245,eltrombopag,hepatotoxicity,acute liver injury,0.0,true,true
246,ceritinib,renal failure,acute kidney injury,0.0,true,true
247,trastuzumab,liver function test abnormal,acute liver injury,0.0,False,false
248,cabozantinib,acute kidney injury,acute kidney injury,0.0,true,true
249,crizotinib,hepatic failure,acute liver injury,0.0,true,true
250,avelumab,hepatotoxicity,acute liver injury,0.0,true,true
251,avelumab,renal failure,acute kidney injury,0.0,true,true
252,avelumab,hepatic enzyme increased,acute liver injury,0.0,true,true
253,binimetinib,myocardial infarction,acute myocardial infarction,0.0,False,false
254,gallium,renal failure,acute kidney injury,0.0,true,true
255,tolcapone,hepatic failure,acute liver injury,1.0,true,true
256,meclofenamate,myocardial infarction,acute myocardial infarction,0.0,False,false
257,abrocitinib,myocardial infarction,acute myocardial infarction,0.0,False,false
258,pazopanib,hepatotoxicity,acute liver injury,0.0,true,true
259,irbesartan,acute kidney injury,acute kidney injury,0.0,true,true
260,dantrolene,gastrointestinal haemorrhage,gi bleed,0.0,False,false
261,dantrolene,renal failure,acute kidney injury,0.0,false,false
262,busulfan,haematemesis,gi bleed,0.0,True,true
263,enalaprilat,renal failure,acute kidney injury,1.0,true,true
264,verapamil,hepatic enzyme increased,acute liver injury,0.0,false,false
265,clarithromycin,hepatic failure,acute liver injury,0.0,true,true
266,nisoldipine,myocardial infarction,acute myocardial infarction,0.0,False,false
267,quinapril,liver function test abnormal,acute liver injury,1.0,false,false
268,quinapril,acute kidney injury,acute kidney injury,0.0,true,true
269,clopidogrel,gastrointestinal haemorrhage,gi bleed,1.0,true,true
270,diltiazem,myocardial infarction,acute myocardial infarction,0.0,False,false
271,naproxen,renal failure,acute kidney injury,1.0,True,true
272,paroxetine,liver function test abnormal,acute liver injury,0.0,false,false
273,mesalamine,hepatocellular injury,acute liver injury,0.0,True,true
274,tadalafil,myocardial infarction,acute myocardial infarction,0.0,False,false
275,capecitabine,gastrointestinal haemorrhage,gi bleed,0.0,true,true
276,capecitabine,liver function test abnormal,acute liver injury,0.0,true,true
277,enalapril,renal failure,acute kidney injury,0.0,true,true
278,etravirine,haematemesis,gi bleed,0.0,true,true
279,etravirine,myocardial infarction,acute myocardial infarction,0.0,false,false
280,indinavir,acute kidney injury,acute kidney injury,0.0,true,true
281,sodium phosphate,acute kidney injury,acute kidney injury,0.0,true,true
282,salmon calcitonin,myocardial infarction,acute myocardial infarction,0.0,False,false
283,guanfacine,myocardial infarction,acute myocardial infarction,0.0,False,false
284,pramipexole,haematemesis,gi bleed,0.0,False,false
285,etodolac,haematemesis,gi bleed,1.0,True,true
286,rasagiline,acute kidney injury,acute kidney injury,0.0,false,false
287,lamotrigine,acute kidney injury,acute kidney injury,0.0,false,false
288,febuxostat,renal failure,acute kidney injury,0.0,true,true
289,febuxostat,renal impairment,acute kidney injury,0.0,true,true
290,zonisamide,haematemesis,gi bleed,0.0,False,false
291,fentanyl,gastrointestinal haemorrhage,gi bleed,0.0,False,false
292,fentanyl,renal failure,acute kidney injury,0.0,true,true
293,dabigatran etexilate,gastrointestinal haemorrhage,gi bleed,0.0,True,true
294,pregabalin,gastrointestinal haemorrhage,gi bleed,0.0,False,false
295,oxcarbazepine,liver function test abnormal,acute liver injury,0.0,true,true
296,propylthiouracil,acute kidney injury,acute kidney injury,0.0,true,true
297,erlotinib,hepatic failure,acute liver injury,0.0,true,true
298,exenatide,acute kidney injury,acute kidney injury,0.0,true,true
299,telithromycin,hepatic necrosis,acute liver injury,0.0,true,true
300,desvenlafaxine,gastrointestinal haemorrhage,gi bleed,0.0,true,true
301,desvenlafaxine,myocardial infarction,acute myocardial infarction,0.0,False,false
302,cefditoren,renal impairment,acute kidney injury,0.0,true,true
303,sitagliptin,acute kidney injury,acute kidney injury,0.0,false,false
304,gemcitabine,myocardial infarction,acute myocardial infarction,0.0,true,true
305,ganciclovir,hepatic failure,acute liver injury,0.0,true,true
306,aspirin,renal failure,acute kidney injury,0.0,False,false
307,entecavir,renal failure,acute kidney injury,0.0,True,true
308,meloxicam,hepatotoxicity,acute liver injury,0.0,false,false
309,ticlopidine,gastrointestinal haemorrhage,gi bleed,0.0,true,true
310,acamprosate,myocardial infarction,acute myocardial infarction,0.0,False,false
311,capecitabine,acute kidney injury,acute kidney injury,0.0,true,true
312,flucytosine,gastrointestinal haemorrhage,gi bleed,0.0,True,true
313,albendazole,renal failure,acute kidney injury,0.0,False,false
314,ketoconazole,hepatic necrosis,acute liver injury,0.0,true,true
315,cisplatin,renal failure,acute kidney injury,0.0,true,true
316,deferoxamine,acute kidney injury,acute kidney injury,0.0,true,true
317,6-aminocaproic acid,renal failure,acute kidney injury,0.0,True,true
318,fludarabine,myocardial infarction,acute myocardial infarction,0.0,True,true
319,voriconazole,haematemesis,gi bleed,0.0,true,true
320,abiraterone,hepatotoxicity,acute liver injury,0.0,true,true
321,niacin,liver function test abnormal,acute liver injury,1.0,false,false
322,sufentanil,hepatic enzyme increased,acute liver injury,0.0,true,true
323,methotrexate,haematemesis,gi bleed,0.0,false,false
324,minocycline,hepatic enzyme increased,acute liver injury,0.0,True,true
325,rivaroxaban,hepatocellular injury,acute liver injury,0.0,true,true
326,thiotepa,renal failure,acute kidney injury,0.0,true,true
327,dexmedetomidine,acute kidney injury,acute kidney injury,0.0,true,true
328,deferasirox,gastrointestinal haemorrhage,gi bleed,0.0,true,true
329,deferasirox,renal failure,acute kidney injury,0.0,true,true
330,granisetron,hepatic enzyme increased,acute liver injury,0.0,false,false
331,micafungin,hepatic failure,acute liver injury,0.0,true,true
332,mannitol,renal failure,acute kidney injury,0.0,True,true
333,apixaban,liver function test abnormal,acute liver injury,0.0,false,false
334,fulvestrant,hepatic enzyme increased,acute liver injury,0.0,False,false
335,foscarnet,acute kidney injury,acute kidney injury,0.0,true,true
336,fentanyl,haematemesis,gi bleed,0.0,False,false
337,gemtuzumab ozogamicin,hepatotoxicity,acute liver injury,0.0,True,true
338,sunitinib,renal impairment,acute kidney injury,0.0,true,true
339,infliximab,liver injury,acute liver injury,1.0,True,true
340,pertuzumab,acute kidney injury,acute kidney injury,0.0,true,true
341,voriconazole,renal impairment,acute kidney injury,0.0,true,true
342,sirolimus,hepatotoxicity,acute liver injury,0.0,true,true
343,fosfomycin,hepatic necrosis,acute liver injury,0.0,false,false
344,tretinoin,acute kidney injury,acute kidney injury,0.0,false,false
345,idelalisib,hepatotoxicity,acute liver injury,0.0,true,true
346,everolimus,renal impairment,acute kidney injury,0.0,true,true
347,neratinib,renal impairment,acute kidney injury,0.0,true,true
348,lenalidomide,hepatic failure,acute liver injury,0.0,true,true
349,afatinib,acute kidney injury,acute kidney injury,0.0,true,true
350,cladribine,liver injury,acute liver injury,0.0,true,true
351,clevidipine,acute kidney injury,acute kidney injury,0.0,true,true
352,alogliptin,acute hepatic failure,acute liver injury,0.0,true,true
353,carfilzomib,hepatic failure,acute liver injury,0.0,true,true
354,desflurane,hepatic failure,acute liver injury,0.0,False,false
355,etoposide,renal failure,acute kidney injury,0.0,true,true
356,voclosporin,renal failure,acute kidney injury,0.0,true,true
357,empagliflozin,renal impairment,acute kidney injury,0.0,true,true
358,olanzapine,hepatic enzyme increased,acute liver injury,0.0,false,false
359,belatacept,acute kidney injury,acute kidney injury,0.0,true,true
360,benznidazole,hepatotoxicity,acute liver injury,0.0,True,true
361,saxagliptin,renal failure,acute kidney injury,0.0,true,true
362,saxagliptin,renal impairment,acute kidney injury,0.0,true,true
363,posaconazole,acute kidney injury,acute kidney injury,0.0,true,true
364,olutasidenib,liver function test abnormal,acute liver injury,0.0,true,true
365,"lymphocyte immune globulin, anti-thymocyte globulin",myocardial infarction,acute myocardial infarction,0.0,False,false
366,vipivotide tetraxetan,renal failure,acute kidney injury,0.0,True,true
367,gilteritinib,hepatic enzyme increased,acute liver injury,0.0,true,true
368,abemaciclib,renal impairment,acute kidney injury,0.0,true,true
369,anidulafungin,hepatic enzyme increased,acute liver injury,0.0,True,true
370,sirolimus,acute kidney injury,acute kidney injury,0.0,true,true
371,midostaurin,renal failure,acute kidney injury,0.0,true,true
372,asenapine,hepatic enzyme increased,acute liver injury,0.0,true,true
373,cobimetinib,gastrointestinal haemorrhage,gi bleed,0.0,True,true
374,macitentan,hepatotoxicity,acute liver injury,0.0,True,true
375,3-iodobenzylguanidine,renal failure,acute kidney injury,0.0,True,true
376,durvalumab,acute kidney injury,acute kidney injury,0.0,true,true
377,ipilimumab,liver function test abnormal,acute liver injury,0.0,true,true
378,ipilimumab,renal failure,acute kidney injury,0.0,true,true
379,agalsidase beta,renal failure,acute kidney injury,0.0,true,true
380,cisplatin,hepatotoxicity,acute liver injury,0.0,false,false
381,ponesimod,liver injury,acute liver injury,0.0,true,true
382,tiotropium,liver function test abnormal,acute liver injury,0.0,false,false
383,methylene blue,hepatic enzyme increased,acute liver injury,0.0,true,true
384,ivacaftor,hepatic enzyme increased,acute liver injury,0.0,true,true
385,dextroamphetamine,myocardial infarction,acute myocardial infarction,0.0,False,false
386,flutamide,hepatic failure,acute liver injury,1.0,true,true
387,meloxicam,gastrointestinal haemorrhage,gi bleed,1.0,True,true
388,meloxicam,myocardial infarction,acute myocardial infarction,0.0,False,false
389,atenolol,myocardial infarction,acute myocardial infarction,0.0,False,false
390,nisoldipine,liver function test abnormal,acute liver injury,0.0,true,true
391,felodipine,myocardial infarction,acute myocardial infarction,0.0,False,false
392,ibuprofen,liver function test abnormal,acute liver injury,1.0,false,false
393,estradiol,myocardial infarction,acute myocardial infarction,1.0,False,false
394,ranitidine,hepatic failure,acute liver injury,0.0,false,false
395,cyclobenzaprine,myocardial infarction,acute myocardial infarction,0.0,False,false
396,rosiglitazone,hepatic failure,acute liver injury,0.0,false,false
397,citalopram,gastrointestinal haemorrhage,gi bleed,1.0,False,false
398,naproxen,hepatic failure,acute liver injury,1.0,false,false
399,paroxetine,acute kidney injury,acute kidney injury,0.0,false,false
400,spironolactone,renal failure,acute kidney injury,0.0,true,true
401,nabumetone,gastrointestinal haemorrhage,gi bleed,1.0,True,true
402,nabumetone,renal failure,acute kidney injury,0.0,true,true
403,ranolazine,renal failure,acute kidney injury,0.0,true,true
404,quinine,liver function test abnormal,acute liver injury,0.0,true,true
405,warfarin,hepatic enzyme increased,acute liver injury,0.0,false,false
406,capecitabine,hepatotoxicity,acute liver injury,0.0,true,true
407,capecitabine,renal failure,acute kidney injury,0.0,true,true
408,ribavirin,hepatic failure,acute liver injury,0.0,true,true
409,enalapril,hepatic failure,acute liver injury,0.0,false,false
410,captopril,myocardial infarction,acute myocardial infarction,0.0,False,false
411,zafirlukast,hepatotoxicity,acute liver injury,1.0,true,true
412,etravirine,acute kidney injury,acute kidney injury,0.0,true,true
413,cefdinir,myocardial infarction,acute myocardial infarction,0.0,false,false
414,aripiprazole,myocardial infarction,acute myocardial infarction,0.0,False,false
415,leflunomide,hepatic failure,acute liver injury,0.0,true,true
416,cefotaxime,renal failure,acute kidney injury,0.0,True,true
417,flecainide,myocardial infarction,acute myocardial infarction,0.0,True,true
418,febuxostat,myocardial infarction,acute myocardial infarction,0.0,false,false
419,leuprolide,myocardial infarction,acute myocardial infarction,0.0,False,false
420,aprepitant,myocardial infarction,acute myocardial infarction,0.0,False,false
421,levofloxacin,hepatotoxicity,acute liver injury,1.0,true,true
422,valsartan,renal impairment,acute kidney injury,0.0,true,true
423,levofloxacin,hepatic enzyme increased,acute liver injury,1.0,true,true
424,anagrelide,myocardial infarction,acute myocardial infarction,0.0,True,true
425,telavancin,renal failure,acute kidney injury,0.0,true,true
426,mesalamine,acute kidney injury,acute kidney injury,0.0,True,true
427,entecavir,hepatic failure,acute liver injury,0.0,True,true
428,ticlopidine,renal failure,acute kidney injury,0.0,true,true
429,acamprosate,liver function test abnormal,acute liver injury,0.0,false,false
430,meropenem,myocardial infarction,acute myocardial infarction,0.0,False,false
431,propofol,myocardial infarction,acute myocardial infarction,0.0,False,false
